year,weeks_left,state,d_poll_state,r_poll_state,d_poll_nat,r_poll_nat,r_convention,d_convention
2024,30,Pennsylvania,41.62625714285714,43.21373571428571,41.550064285714285,42.37435714285714,0,0
2024,30,Texas,36.47600714285714,46.23645714285714,41.550064285714285,42.37435714285714,0,0
2024,30,Wisconsin,40.93268571428572,42.073550000000004,41.550064285714285,42.37435714285714,0,0
2024,29,Arizona,38.818264285714285,43.416692857142856,41.16512142857143,42.023628571428574,0,0
2024,29,California,51.27942142857143,30.227457142857144,41.16512142857143,42.023628571428574,0,0
2024,29,Florida,37.3644,47.40415,41.052175000000005,42.0517,0,0
2024,29,Georgia,39.58029285714286,45.004842857142854,41.16512142857143,42.023628571428574,0,0
2024,29,Michigan,40.039385714285714,42.78646428571429,41.16512142857143,42.023628571428574,0,0
2024,29,Nevada,37.570685714285716,42.67317142857143,41.16512142857143,42.023628571428574,0,0
2024,29,North Carolina,39.762307142857146,44.96055,41.16512142857143,42.023628571428574,0,0
2024,29,Ohio,35.794964285714286,46.01370714285714,41.16512142857143,42.023628571428574,0,0
2024,29,Pennsylvania,41.54865,42.984814285714286,41.16512142857143,42.023628571428574,0,0
2024,29,Texas,36.37067857142857,46.2166,41.16512142857143,42.023628571428574,0,0
2024,29,Wisconsin,41.01070714285714,41.66182857142857,41.16512142857143,42.023628571428574,0,0
2024,28,Arizona,38.74867857142857,43.05939285714286,40.94251428571428,41.56614285714286,0,0
2024,28,California,51.07492142857143,29.992592857142856,40.94251428571428,41.56614285714286,0,0
2024,28,Florida,37.2224,47.041114285714286,40.94251428571428,41.56614285714286,0,0
2024,28,Georgia,39.2883,45.21986428571429,40.94251428571428,41.56614285714286,0,0
2024,28,Michigan,40.008742857142856,42.121042857142854,40.94251428571428,41.56614285714286,0,0
2024,28,Nevada,37.32257142857143,42.64189285714286,40.94251428571428,41.56614285714286,0,0
2024,28,North Carolina,39.72074285714286,44.7654,40.94251428571428,41.56614285714286,0,0
2024,28,Ohio,35.5480125,45.5946875,40.92825,41.58835,0,0
2024,28,Pennsylvania,41.585521428571425,42.767564285714286,40.94251428571428,41.56614285714286,0,0
2024,28,Texas,36.23052857142857,45.96734285714286,40.94251428571428,41.56614285714286,0,0
2024,28,Wisconsin,41.22242857142857,41.22579285714286,40.94251428571428,41.56614285714286,0,0
2024,27,Arizona,39.7255,43.1314,40.78339285714286,41.66352142857143,0,0
2024,27,California,50.6452,30.437107142857144,40.78339285714286,41.66352142857143,0,0
2024,27,Florida,36.912557142857146,47.25425714285714,40.78339285714286,41.66352142857143,0,0
2024,27,Georgia,39.34282857142857,45.51957142857143,40.78339285714286,41.66352142857143,0,0
2024,27,Michigan,40.45807857142857,42.279450000000004,40.78339285714286,41.66352142857143,0,0
2024,27,Nevada,37.37267857142857,42.9381,40.78339285714286,41.66352142857143,0,0
2024,27,North Carolina,39.33652142857143,45.412614285714284,40.78339285714286,41.66352142857143,0,0
2024,27,Pennsylvania,41.79808571428571,43.47541428571429,40.78339285714286,41.66352142857143,0,0
2024,27,Texas,35.95643571428572,46.08295,40.78339285714286,41.66352142857143,0,0
2024,27,Wisconsin,40.10440714285714,42.61737142857143,40.78339285714286,41.66352142857143,0,0
2024,26,Arizona,39.82417857142857,42.686164285714284,40.60197142857143,41.49475714285714,0,0
2024,26,California,50.54697142857143,30.055064285714288,40.60197142857143,41.49475714285714,0,0
2024,26,Florida,36.689885714285715,46.748,40.60197142857143,41.49475714285714,0,0
2024,26,Georgia,39.40683571428571,45.148535714285714,40.60197142857143,41.49475714285714,0,0
2024,26,Michigan,40.79752857142857,41.95804285714286,40.60197142857143,41.49475714285714,0,0
2024,26,Nevada,37.52943571428571,42.43687857142857,40.60197142857143,41.49475714285714,0,0
2024,26,North Carolina,39.05605,45.401178571428574,40.60197142857143,41.49475714285714,0,0
2024,26,Pennsylvania,41.66954285714286,43.35176428571429,40.60197142857143,41.49475714285714,0,0
2024,26,Texas,35.652971428571426,45.77043571428572,40.60197142857143,41.49475714285714,0,0
2024,26,Wisconsin,40.245464285714284,42.439907142857145,40.60197142857143,41.49475714285714,0,0
2024,25,Arizona,39.46825,42.659842857142856,40.43984285714286,41.301078571428576,0,0
2024,25,California,50.30777142857143,29.693328571428573,40.43984285714286,41.301078571428576,0,0
2024,25,Florida,36.74039285714286,46.22732142857143,40.43984285714286,41.301078571428576,0,0
2024,25,Georgia,38.66216428571428,44.62667857142857,40.43984285714286,41.301078571428576,0,0
2024,25,Michigan,40.817571428571426,41.57462857142857,40.43984285714286,41.301078571428576,0,0
2024,25,Minnesota,40.899587499999996,38.1536125,40.363025,41.349562500000005,0,0
2024,25,Nevada,36.471207142857146,42.688921428571426,40.43984285714286,41.301078571428576,0,0
2024,25,North Carolina,38.74977142857143,44.900414285714284,40.43984285714286,41.301078571428576,0,0
2024,25,Pennsylvania,41.21624285714286,42.972435714285716,40.43984285714286,41.301078571428576,0,0
2024,25,Texas,35.56845714285714,45.677792857142855,40.43984285714286,41.301078571428576,0,0
2024,25,Wisconsin,40.589735714285716,41.906321428571424,40.43984285714286,41.301078571428576,0,0
2024,24,Arizona,38.326907142857145,42.508157142857144,40.06477857142857,41.25417857142857,0,0
2024,24,California,49.6396,29.556242857142855,40.06477857142857,41.25417857142857,0,0
2024,24,Florida,35.35495,45.961307142857144,40.06477857142857,41.25417857142857,0,0
2024,24,Georgia,38.23085,44.12190714285714,40.06477857142857,41.25417857142857,0,0
2024,24,Michigan,40.577507142857144,41.31237142857143,40.06477857142857,41.25417857142857,0,0
2024,24,Minnesota,40.71627857142857,38.124785714285714,40.06477857142857,41.25417857142857,0,0
2024,24,Nevada,36.04382857142857,42.73145,40.06477857142857,41.25417857142857,0,0
2024,24,North Carolina,38.31281428571428,44.604171428571426,40.06477857142857,41.25417857142857,0,0
2024,24,Pennsylvania,40.91873571428572,42.83383571428571,40.06477857142857,41.25417857142857,0,0
2024,24,Texas,35.190014285714284,45.553714285714285,40.06477857142857,41.25417857142857,0,0
2024,24,Wisconsin,40.46562142857143,41.83557142857143,40.06477857142857,41.25417857142857,0,0
2024,23,Arizona,38.029514285714285,42.69807142857143,39.81765,41.25483571428571,0,0
2024,23,Florida,34.98374285714286,46.06989285714286,39.81765,41.25483571428571,0,0
2024,23,Georgia,38.25346428571429,43.824242857142856,39.81765,41.25483571428571,0,0
2024,23,Michigan,40.715585714285716,41.5437,39.81765,41.25483571428571,0,0
2024,23,Minnesota,40.681,38.28995,39.92195,41.3912,0,0
2024,23,Nevada,36.55294285714286,42.77127142857143,39.81765,41.25483571428571,0,0
2024,23,North Carolina,38.09132857142857,44.49829285714286,39.81765,41.25483571428571,0,0
2024,23,Pennsylvania,40.888107142857145,43.00611428571428,39.81765,41.25483571428571,0,0
2024,23,Texas,34.74265,45.573541666666664,39.840975,41.29103333333333,0,0
2024,23,Wisconsin,40.644642857142856,42.18624285714286,39.81765,41.25483571428571,0,0
2024,22,Arizona,38.050335714285715,42.658235714285716,39.79071428571429,41.013464285714285,0,0
2024,22,Florida,35.42138571428571,45.88265,39.79071428571429,41.013464285714285,0,0
2024,22,Georgia,38.45050714285714,43.83032857142857,39.79071428571429,41.013464285714285,0,0
2024,22,Michigan,40.87781428571429,41.51920714285714,39.79071428571429,41.013464285714285,0,0
2024,22,Nevada,36.936192857142856,42.62793571428571,39.79071428571429,41.013464285714285,0,0
2024,22,North Carolina,37.921935714285716,44.5818,39.79071428571429,41.013464285714285,0,0
2024,22,Ohio,36.736075,46.104749999999996,39.834125,41.019525,0,0
2024,22,Pennsylvania,40.91784285714286,42.68611428571428,39.79071428571429,41.013464285714285,0,0
2024,22,Wisconsin,40.603385714285714,41.72306428571429,39.79071428571429,41.013464285714285,0,0
2024,21,Arizona,38.632128571428574,42.97092857142857,39.99755714285714,40.99554285714286,0,0
2024,21,Florida,36.6292,45.47325,39.99755714285714,40.99554285714286,0,0
2024,21,Georgia,38.73905714285714,43.9998,39.99755714285714,40.99554285714286,0,0
2024,21,Michigan,41.25437857142857,41.69232857142857,39.99755714285714,40.99554285714286,0,0
2024,21,Minnesota,41.9444,40.2758,40.062,41.12235,0,0
2024,21,Nevada,37.704814285714285,42.84467142857143,39.99755714285714,40.99554285714286,0,0
2024,21,North Carolina,38.01177857142857,44.52336428571429,39.99755714285714,40.99554285714286,0,0
2024,21,Pennsylvania,41.27019285714286,42.71155,39.99755714285714,40.99554285714286,0,0
2024,21,Wisconsin,40.82349285714285,41.52517857142857,39.99755714285714,40.99554285714286,0,0
2024,20,Arizona,38.93207857142857,42.75926428571429,40.27899285714286,40.83555714285714,0,0
2024,20,Florida,36.763642857142855,45.281328571428574,40.27899285714286,40.83555714285714,0,0
2024,20,Georgia,38.807985714285714,43.76155714285714,40.27899285714286,40.83555714285714,0,0
2024,20,Michigan,41.633785714285715,41.69837142857143,40.27899285714286,40.83555714285714,0,0
2024,20,Minnesota,42.078471428571426,39.961285714285715,40.27899285714286,40.83555714285714,0,0
2024,20,Nevada,38.12199285714286,42.493207142857145,40.27899285714286,40.83555714285714,0,0
2024,20,New York,46.123675,35.16345,40.6172,40.475899999999996,0,0
2024,20,North Carolina,38.10712142857143,44.314971428571425,40.27899285714286,40.83555714285714,0,0
2024,20,Pennsylvania,41.58595,42.61886428571429,40.27899285714286,40.83555714285714,0,0
2024,20,Wisconsin,41.308257142857144,41.401671428571426,40.27899285714286,40.83555714285714,0,0
2024,19,Arizona,39.46850714285714,42.76502142857143,40.83586428571429,40.85012142857143,0,0
2024,19,Florida,37.06854285714286,45.32677857142857,40.83586428571429,40.85012142857143,0,0
2024,19,Georgia,38.871514285714284,43.89396428571428,40.83586428571429,40.85012142857143,0,0
2024,19,Michigan,42.004999999999995,41.89662857142857,40.83586428571429,40.85012142857143,0,0
2024,19,Minnesota,42.21249285714286,39.69284285714286,40.83586428571429,40.85012142857143,0,0
2024,19,Nevada,38.99175,42.04631428571429,40.83586428571429,40.85012142857143,0,0
2024,19,New York,46.24872857142857,35.636364285714286,40.83586428571429,40.85012142857143,0,0
2024,19,North Carolina,38.446642857142855,44.30578571428572,40.83586428571429,40.85012142857143,0,0
2024,19,Pennsylvania,42.04227142857143,42.730735714285714,40.83586428571429,40.85012142857143,0,0
2024,19,Texas,36.25051666666667,43.55778333333333,40.818933333333334,41.148066666666665,0,0
2024,19,Wisconsin,41.867064285714285,41.69616428571429,40.83586428571429,40.85012142857143,0,0
2024,18,Arizona,38.65501428571429,43.94426428571429,40.08537857142857,41.88942142857143,0,0
2024,18,Florida,36.30303571428571,46.17395714285714,40.08537857142857,41.88942142857143,0,0
2024,18,Georgia,38.01520714285714,44.8835,40.08537857142857,41.88942142857143,0,0
2024,18,Michigan,40.89857857142857,43.05003571428571,40.08537857142857,41.88942142857143,0,0
2024,18,Minnesota,41.60969285714286,40.30997857142857,40.08537857142857,41.88942142857143,0,0
2024,18,Nevada,38.365814285714286,42.77722142857143,40.08537857142857,41.88942142857143,0,0
2024,18,New York,45.44937142857143,36.52842857142857,40.08537857142857,41.88942142857143,0,0
2024,18,North Carolina,37.69820714285714,45.306464285714284,40.08537857142857,41.88942142857143,0,0
2024,18,Pennsylvania,41.27983571428572,43.406171428571426,40.08537857142857,41.88942142857143,0,0
2024,18,Texas,35.577507142857144,44.41005,40.08537857142857,41.88942142857143,0,0
2024,18,Wisconsin,41.569742857142856,42.84619285714286,40.08537857142857,41.88942142857143,0,0
2024,17,Arizona,39.36652142857143,43.923964285714284,40.02769285714285,42.18566428571429,0,0
2024,17,Florida,36.71812857142857,46.29723571428571,40.02769285714285,42.18566428571429,0,0
2024,17,Georgia,39.0414,44.313985714285714,40.02769285714285,42.18566428571429,0,0
2024,17,Michigan,41.71152857142857,42.24726428571429,40.02769285714285,42.18566428571429,0,0
2024,17,Minnesota,41.74772142857143,40.60565,40.02769285714285,42.18566428571429,0,0
2024,17,Nevada,38.37654285714286,43.25932857142857,40.02769285714285,42.18566428571429,0,0
2024,17,New York,45.72652142857143,36.70052142857143,40.02769285714285,42.18566428571429,0,0
2024,17,North Carolina,38.545207142857144,44.77215,40.02769285714285,42.18566428571429,0,0
2024,17,Pennsylvania,40.8779,44.10292857142857,40.02769285714285,42.18566428571429,0,0
2024,17,Texas,35.878571428571426,44.59706428571429,40.02769285714285,42.18566428571429,0,0
2024,17,Virginia,42.424125000000004,40.219849999999994,40.352175,42.36195,0,0
2024,17,Wisconsin,41.89622142857143,42.94376428571429,40.02769285714285,42.18566428571429,0,0
2024,16,Arizona,39.66262857142857,44.22945,40.266171428571425,42.64037142857143,1,0
2024,16,Florida,37.25002142857143,46.157135714285715,40.266171428571425,42.64037142857143,1,0
2024,16,Georgia,39.2543,44.495607142857146,40.266171428571425,42.64037142857143,1,0
2024,16,Michigan,41.657242857142855,42.65965714285714,40.266171428571425,42.64037142857143,1,0
2024,16,Minnesota,42.01165714285714,41.15712142857143,40.266171428571425,42.64037142857143,1,0
2024,16,Nevada,38.60454285714286,43.51817142857143,40.266171428571425,42.64037142857143,1,0
2024,16,New York,46.3253625,37.12265,40.293549999999996,42.614925,1,0
2024,16,North Carolina,38.73342857142857,45.012121428571426,40.266171428571425,42.64037142857143,1,0
2024,16,Pennsylvania,41.20368571428571,44.46543571428572,40.266171428571425,42.64037142857143,1,0
2024,16,Texas,36.607350000000004,44.88505,40.310625,42.33505,0,0
2024,16,Virginia,42.91172142857143,40.64924285714286,40.266171428571425,42.64037142857143,1,0
2024,16,Wisconsin,41.97566428571429,43.54033571428571,40.266171428571425,42.64037142857143,1,0
2024,15,Arizona,39.502750000000006,45.066775,40.26245,43.490399999999994,1,0
2024,15,Florida,37.811325,46.507275,40.26245,43.490399999999994,1,0
2024,15,Georgia,39.200375,45.132774999999995,40.26245,43.490399999999994,1,0
2024,15,Michigan,42.06405,43.88105,41.558483333333335,43.635283333333334,1,0
2024,15,Minnesota,42.102875,42.079049999999995,40.26245,43.490399999999994,1,0
2024,15,Nevada,38.612325,44.315475000000006,40.26245,43.490399999999994,1,0
2024,15,New York,46.804424999999995,37.77905,40.26245,43.490399999999994,1,0
2024,15,North Carolina,38.66455,45.554225,40.26245,43.490399999999994,1,0
2024,15,Pennsylvania,41.096975,45.48945,40.26245,43.490399999999994,1,0
2024,15,Texas,37.31245,46.4417,40.22535,43.4648,1,0
2024,15,Virginia,43.45135,41.9791,40.26245,43.490399999999994,1,0
2024,15,Wisconsin,42.164175,44.508174999999994,40.26245,43.490399999999994,1,0
2024,14,Arizona,43.636725,45.8397,44.953125,43.607875,1,0
2024,14,Georgia,44.512950000000004,45.6696875,44.7923,43.5877375,1,0
2024,14,Michigan,44.15992857142857,43.47472857142857,44.58427857142857,43.760242857142856,1,0
2024,14,Pennsylvania,44.831975,44.49555,44.7923,43.5877375,1,0
2024,14,Wisconsin,45.70595,44.474075,44.953125,43.607875,1,0
2024,13,Arizona,44.10657142857143,45.433864285714286,45.30285714285714,43.46989285714286,1,0
2024,13,Georgia,45.033792857142856,45.81807857142857,45.30285714285714,43.46989285714286,1,0
2024,13,Michigan,44.87909285714286,42.995999999999995,45.30285714285714,43.46989285714286,1,0
2024,13,Pennsylvania,45.38547142857143,44.53087857142857,45.30285714285714,43.46989285714286,1,0
2024,13,Wisconsin,46.049285714285716,44.47506428571429,45.30285714285714,43.46989285714286,1,0
2024,12,Arizona,45.03705,44.62597857142857,46.055685714285715,43.46481428571428,1,0
2024,12,Florida,42.9929375,47.5002125,46.2162375,43.5163625,1,0
2024,12,Georgia,45.66507142857143,45.81135,46.055685714285715,43.46481428571428,1,0
2024,12,Michigan,46.06531428571429,43.0133,46.055685714285715,43.46481428571428,1,0
2024,12,Nevada,44.357864285714285,44.100321428571426,46.055685714285715,43.46481428571428,1,0
2024,12,North Carolina,44.71145,45.52807,46.18571,43.47172,1,0
2024,12,Pennsylvania,45.91878571428571,44.31892857142857,46.055685714285715,43.46481428571428,1,0
2024,12,Wisconsin,47.07416428571429,44.122528571428575,46.055685714285715,43.46481428571428,1,0
2024,11,Arizona,45.496721428571426,44.350207142857144,46.77666428571428,43.718585714285716,1,1
2024,11,Florida,43.56855,47.81352142857143,46.77666428571428,43.718585714285716,1,1
2024,11,Georgia,45.706914285714284,46.58407142857143,46.77666428571428,43.718585714285716,1,1
2024,11,Michigan,46.48467857142857,43.475835714285715,46.77666428571428,43.718585714285716,1,1
2024,11,Minnesota,49.240559999999995,40.42547,46.95053,43.70697,1,1
2024,11,Nevada,44.64660714285714,44.6865,46.77666428571428,43.718585714285716,1,1
2024,11,New Hampshire,50.097550000000005,42.92928333333334,47.13883333333333,43.62595,1,1
2024,11,North Carolina,45.49971428571428,45.55276428571428,46.77666428571428,43.718585714285716,1,1
2024,11,Pennsylvania,46.335899999999995,44.814257142857144,46.77666428571428,43.718585714285716,1,1
2024,11,Wisconsin,47.56954285714286,44.162642857142856,46.77666428571428,43.718585714285716,1,1
2024,10,Arizona,46.01072857142857,45.123757142857144,47.336621428571426,43.97515,1,1
2024,10,Florida,43.87363571428572,47.981207142857144,47.336621428571426,43.97515,1,1
2024,10,Georgia,46.42469285714286,46.44342857142857,47.336621428571426,43.97515,1,1
2024,10,Michigan,46.73002857142857,44.03785714285714,47.336621428571426,43.97515,1,1
2024,10,Minnesota,49.29445,40.621185714285716,47.336621428571426,43.97515,1,1
2024,10,Nevada,45.57042142857143,44.93140714285714,47.336621428571426,43.97515,1,1
2024,10,New Hampshire,50.421978571428575,43.26829285714286,47.336621428571426,43.97515,1,1
2024,10,North Carolina,45.962942857142856,46.18869285714286,47.336621428571426,43.97515,1,1
2024,10,Pennsylvania,46.71962142857143,45.14297857142857,47.336621428571426,43.97515,1,1
2024,10,Wisconsin,47.97692142857143,44.55285714285714,47.336621428571426,43.97515,1,1
2024,9,Arizona,46.56881428571428,46.793614285714284,47.87318571428572,44.81552142857143,1,1
2024,9,California,59.23168,34.74239,47.89185,44.86448,1,1
2024,9,Florida,44.41858571428571,48.99327142857143,47.87318571428572,44.81552142857143,1,1
2024,9,Georgia,47.29960714285714,46.97412857142857,47.87318571428572,44.81552142857143,1,1
2024,9,Michigan,47.214464285714286,45.167435714285716,47.87318571428572,44.81552142857143,1,1
2024,9,Minnesota,49.528842857142855,42.11897142857143,47.87318571428572,44.81552142857143,1,1
2024,9,Nevada,46.786071428571425,46.32502142857143,47.87318571428572,44.81552142857143,1,1
2024,9,New Hampshire,50.759071428571424,44.011335714285714,47.87318571428572,44.81552142857143,1,1
2024,9,North Carolina,46.71246428571428,47.34515714285714,47.87318571428572,44.81552142857143,1,1
2024,9,Pennsylvania,47.02017857142857,46.14445,47.87318571428572,44.81552142857143,1,1
2024,9,Texas,43.990878571428574,49.71247857142857,47.87318571428572,44.81552142857143,1,1
2024,9,Wisconsin,48.313364285714286,45.379107142857144,47.87318571428572,44.81552142857143,1,1
2024,8,Arizona,46.782264285714284,47.65118571428572,48.170542857142856,45.54262142857143,1,1
2024,8,California,59.457728571428575,35.72515714285714,48.170542857142856,45.54262142857143,1,1
2024,8,Florida,45.30188571428572,49.61342142857143,48.170542857142856,45.54262142857143,1,1
2024,8,Georgia,47.31010714285714,47.82865714285714,48.170542857142856,45.54262142857143,1,1
2024,8,Michigan,47.72239285714286,46.0231,48.170542857142856,45.54262142857143,1,1
2024,8,Minnesota,49.964821428571426,43.10874285714286,48.170542857142856,45.54262142857143,1,1
2024,8,Nevada,47.016757142857145,46.95207857142857,48.170542857142856,45.54262142857143,1,1
2024,8,New Hampshire,50.9538,44.524614285714286,48.170542857142856,45.54262142857143,1,1
2024,8,North Carolina,47.339792857142854,47.55256428571429,48.170542857142856,45.54262142857143,1,1
2024,8,Ohio,42.79029,51.929339999999996,48.18814,45.62315,1,1
2024,8,Pennsylvania,47.5234,46.955507142857144,48.170542857142856,45.54262142857143,1,1
2024,8,Texas,44.414364285714285,50.238307142857145,48.170542857142856,45.54262142857143,1,1
2024,8,Virginia,49.71775,41.78018333333333,48.155899999999995,45.56231666666667,1,1
2024,8,Wisconsin,48.737228571428574,46.10565,48.170542857142856,45.54262142857143,1,1
2024,7,Arizona,46.72653333333333,47.44583333333333,48.036966666666665,45.401066666666665,1,1
2024,7,California,59.322466666666664,35.53855,48.036966666666665,45.401066666666665,1,1
2024,7,Florida,45.211666666666666,49.517383333333335,48.036966666666665,45.401066666666665,1,1
2024,7,Georgia,47.0803,47.839983333333336,48.036966666666665,45.401066666666665,1,1
2024,7,Michigan,47.58455,46.10185,48.036966666666665,45.401066666666665,1,1
2024,7,Minnesota,49.69228333333333,43.48405,48.036966666666665,45.401066666666665,1,1
2024,7,Nevada,46.87466666666666,46.74368333333334,48.036966666666665,45.401066666666665,1,1
2024,7,New Hampshire,50.73755,43.97785,48.036966666666665,45.401066666666665,1,1
2024,7,North Carolina,47.083600000000004,47.569966666666666,48.036966666666665,45.401066666666665,1,1
2024,7,Ohio,42.608383333333336,51.780833333333334,48.036966666666665,45.401066666666665,1,1
2024,7,Pennsylvania,47.41093333333333,46.86165,48.036966666666665,45.401066666666665,1,1
2024,7,Texas,44.0314,50.44931666666667,48.036966666666665,45.401066666666665,1,1
2024,7,Virginia,49.62215,41.667,48.036966666666665,45.401066666666665,1,1
2024,7,Wisconsin,48.611466666666665,45.980866666666664,48.036966666666665,45.401066666666665,1,1
2020,36,Alabama,38.452515,59.156530000000004,49.578075,45.675975,0,0
2020,36,Arizona,44.47676,47.802515,49.578075,45.675975,0,0
2020,36,California,59.074245,34.52629,49.578075,45.675975,0,0
2020,36,Colorado,46.77386,44.287425,49.578075,45.675975,0,0
2020,36,Connecticut,53.009285,33.67109,49.578075,45.675975,0,0
2020,36,Delaware,55.89672,40.19207,49.578075,45.675975,0,0
2020,36,Florida,49.34299,47.279425,49.578075,45.675975,0,0
2020,36,Georgia,46.291995,46.959509999999995,49.578075,45.675975,0,0
2020,36,Iowa,45.333835,48.472395,49.578075,45.675975,0,0
2020,36,Kansas,44.29765,52.480505,49.578075,45.675975,0,0
2020,36,Maryland,59.996775,34.99234,49.578075,45.675975,0,0
2020,36,Michigan,47.307525,44.28197,49.578075,45.675975,0,0
2020,36,Mississippi,41.75369,57.23823,49.74009,45.69081,0,0
2020,36,Missouri,42.612365,50.75977,49.578075,45.675975,0,0
2020,36,Montana,33.896915,56.19195,49.578075,45.675975,0,0
