year,state,abbr,electors,d_pv,d_2pv,d_pv_nat,d_2pv_nat,d_cand,r_cand,winner,d_electors,r_electors,state_winner,incumb_party,d_incumb,r_incumb,d_prev_admin,r_prev_admin,d_hsa,r_hsa,d_rsa,r_rsa,pop,area
1960,New York,NY,45,52.53111371,52.6363347,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,1,0,0,0,0,1,0,0,0,0,16838000,47224
1960,North Carolina,NC,14,52.1086459,52.1086459,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,1,0,0,0,0,1,0,0,0,0,4573000,48718
1960,North Dakota,ND,4,44.52198211,44.54726114,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,634000,68994
1960,Ohio,OH,25,46.71585462,46.71585462,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,9734000,40953
1960,Oklahoma,OK,8,40.98001439,40.98001439,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,2336000,68679
1960,Oregon,OR,6,47.31994627,47.378466,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,1772000,96003
1960,Pennsylvania,PA,32,51.05884482,51.16413589,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,1,0,0,0,0,1,0,0,0,0,11329000,44820
1960,Rhode Island,RI,4,63.62755373,63.62771062,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,1,0,0,0,0,1,0,0,0,0,855000,1034
1960,South Carolina,SC,8,51.23743173,51.23756423,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,1,0,0,0,0,1,0,0,0,0,2392000,30111
1960,South Dakota,SD,4,41.78643792,41.78643792,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,683000,75898
1960,Tennessee,TN,11,45.77454478,46.3814148,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,3575000,41220
1960,Texas,TX,24,50.5203186,51.01047369,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,1,0,0,0,0,1,0,0,0,0,9624000,261914
1960,Utah,UT,4,45.16785025,45.17990758,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,900000,82168
1960,Vermont,VT,3,41.34852143,41.35025132,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,389000,9249
1960,Virginia,VA,12,46.96707106,47.2488681,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,3986000,39598
1960,Washington,WA,9,48.26929087,48.78008679,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,2855000,66582
1960,West Virginia,WV,8,52.7328741,52.7328741,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,1,0,0,0,0,1,0,0,0,0,1853000,24087
1960,Wisconsin,WI,12,48.04890688,48.13526229,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,3962000,54314
1960,Wyoming,WY,3,44.98515435,44.98515435,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,317,220,0,0,0,0,0,1,0,0,0,0,331000,97105
1964,Alabama,AL,10,30.55,30.54968585,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,0,1,1,0,1,0,0,0,0,0,3395000,50750
1964,Alaska,AK,3,65.90790824,65.90790824,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,263000,570641
1964,Arizona,AZ,5,49.45254488,49.5021737,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,0,1,1,0,1,0,0,1,0,1,1556000,113642
1964,Arkansas,AR,6,56.06395849,56.3621491,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1897000,52075
1964,California,CA,40,59.11195414,59.16729365,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,18151000,155973
1964,Colorado,CO,6,61.26545395,61.59802586,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1970000,103730
1964,Connecticut,CT,8,67.80600011,67.87913889,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,2798000,4845
1964,Delaware,DE,3,60.94973177,61.11304798,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,497000,1955
1964,District Of Columbia,DC,3,85.49776683,85.49776683,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,763956,68
1964,Florida,FL,14,51.14854237,51.14854237,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,5781000,53997
1964,Georgia,GA,12,45.86504771,45.87289896,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,0,1,1,0,1,0,0,0,0,0,4258000,57919
1964,Hawaii,HI,4,78.7611388,78.7611388,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,700000,6423
1964,Idaho,ID,4,50.91682423,50.91682423,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,680000,82751
1964,Illinois,IL,26,59.4711367,59.47192075,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,10580000,55593
1964,Indiana,IN,13,55.97842041,56.23761387,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,4856000,35870
1964,Iowa,IA,9,61.8831461,62.00673672,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,2746000,55875
1964,Kansas,KS,7,54.08875849,54.55257245,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,2209000,81823
1964,Kentucky,KY,9,64.01451097,64.22749646,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,3129000,39732
1964,Louisiana,LA,10,43.18543155,43.18543155,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,0,1,1,0,1,0,0,0,0,0,3446000,43566
1964,Maine_d1,ME_d1,0,68.79579037,68.84201961,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,993000,30865
1964,Maine_d2,ME_d2,0,68.79579037,68.84201961,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,993000,30865
1964,Maine_full,ME_full,4,68.79579037,68.84201961,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,993000,30865
1964,Maryland,MD,10,65.46709815,65.47003019,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,3492000,9775
1964,Massachusetts,MA,14,76.18660541,76.46866702,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,5448000,7838
1964,Michigan,MI,21,66.70455702,66.83674475,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,8187000,56539
1964,Minnesota,MN,10,63.75948721,63.91247797,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,3558000,79617
1964,Mississippi,MS,7,12.8604459,12.8604459,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,0,1,1,0,1,0,0,0,0,0,2241000,46914
1964,Missouri,MO,12,64.04958746,64.04958746,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,4442000,68898
1964,Montana,MT,4,58.94813156,59.23513586,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,706000,145556
1964,Nebraska_d3,NE_d3,-,52.6071892,52.6071892,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1482000,76878
1964,Nebraska_d1,NE_d1,0,52.6071892,52.6071892,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1482000,76878
1964,Nebraska_d2,NE_d2,0,52.6071892,52.6071892,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1482000,76878
1964,Nebraska_full,NE_full,5,52.6071892,52.6071892,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1482000,76878
1964,Nevada,NV,3,58.58173414,58.58173414,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,426000,109806
1964,New Hampshire,NH,4,63.89047981,63.89047981,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,663000,8969
1964,New Jersey,NJ,17,65.60667002,65.96015418,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,6660000,7419
1964,New Mexico,NM,4,59.22103689,59.5409001,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1006000,121365
1964,New York,NY,43,68.56189947,68.65099421,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,17589000,47224
1964,North Carolina,NC,13,56.15077513,56.15077513,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,4802000,48718
1964,North Dakota,ND,4,57.96841197,58.05783923,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,649000,68994
1964,Ohio,OH,26,62.94299904,62.94299904,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,10080000,40953
1964,Oklahoma,OK,8,55.74633324,55.74633324,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,2446000,68679
1964,Oregon,OR,6,63.71789573,63.92186232,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1888000,96003
1964,Pennsylvania,PA,29,64.92131984,65.16560862,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,11519000,44820
1964,Rhode Island,RI,4,80.86907927,80.87177436,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,885000,1034
1964,South Carolina,SC,8,41.10481824,41.1054449,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,0,1,1,0,1,0,0,0,0,0,2475000,30111
1964,South Dakota,SD,4,55.61241548,55.61241548,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,701000,75898
1964,Tennessee,TN,11,55.50498013,55.50662988,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,3771000,41220
1964,Texas,TX,25,63.31574674,63.43794663,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,1,0,1,0,10270000,261914
1964,Utah,UT,4,54.86448003,54.86448003,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,978000,82168
1964,Vermont,VT,3,66.29938255,66.307514,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,399000,9249
1964,Virginia,VA,12,53.54079137,53.68992045,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,4357000,39598
1964,Washington,WA,9,61.96633284,62.37815407,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,2961000,66582
1964,West Virginia,WV,7,67.93684662,67.93684662,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1797000,24087
1964,Wisconsin,WI,12,62.08858534,62.19504902,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,4165000,54314
1964,Wyoming,WY,3,56.55847978,56.55847978,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,339000,97105
1968,Alabama,AL,10,18.72328956,57.22790552,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,3446000,50750
1968,Alaska,AK,3,42.64587222,48.50091082,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,285000,570641
1968,Arizona,AZ,5,35.0177436,38.99825037,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1682000,113642
1968,Arkansas,AR,6,30.33202644,49.44366154,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1902000,52075
1968,California,CA,40,44.73942049,48.33621425,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,1,0,0,19394000,155973
1968,Colorado,CO,6,41.31834482,45.01886453,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,2120000,103730
1968,Connecticut,CT,8,49.47820148,52.75146357,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,2964000,4845
1968,Delaware,DE,3,41.60808333,47.97749424,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,534000,1955
1968,District Of Columbia,DC,3,81.81946089,81.81946089,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,756510,68
1968,Florida,FL,14,30.93484109,43.28439919,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,6433000,53997
1968,Georgia,GA,12,26.7495077,46.80421691,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,4482000,57919
1968,Hawaii,HI,4,59.8277862,60.71948752,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,734000,6423
1968,Idaho,ID,4,30.65872664,35.05823862,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,695000,82751
1968,Illinois,IL,26,44.15421704,48.39889451,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,10995000,55593
1968,Indiana,IN,13,37.9855029,43.03227878,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,5093000,35870
1968,Iowa,IA,9,40.81568175,43.5021742,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,2803000,55875
1968,Kansas,KS,7,34.7160749,38.7626492,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,2216000,81823
1968,Kentucky,KY,9,37.64974292,46.22827786,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,3195000,39732
1968,Louisiana,LA,10,28.21221924,54.59137795,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,3603000,43566
1968,Maine_d1,ME_d1,0,55.30468066,56.21601486,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,994000,30865
1968,Maine_d2,ME_d2,0,55.30468066,56.21601486,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,994000,30865
1968,Maine_full,ME_full,4,55.30468066,56.21601486,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,994000,30865
1968,Maryland,MD,10,43.58647784,50.96160673,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,3815000,9775
1968,Massachusetts,MA,14,63.00918794,65.70560208,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,5618000,7838
1968,Michigan,MI,21,48.18395463,53.75229397,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,8696000,56539
1968,Minnesota,MN,10,53.99638655,56.56480792,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,1,0,3703000,79617
1968,Mississippi,MS,7,23.01633744,62.98879412,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,2219000,46914
1968,Missouri,MO,12,43.7382219,49.36109809,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,4568000,68898
1968,Montana,MT,4,41.58722176,45.11409279,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,700000,145556
1968,Nebraska_d1,NE_d1,0,31.8121788,34.71593485,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1467000,76878
1968,Nebraska_d2,NE_d2,0,31.8121788,34.71593485,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1467000,76878
1968,Nebraska_d3,NE_d3,0,31.8121788,34.71593485,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1467000,76878
1968,Nebraska_full,NE_full,5,31.8121788,34.71593485,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1467000,76878
1968,Nevada,NV,3,39.29372706,45.29472441,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,464000,109806
1968,New Hampshire,NH,4,43.92513934,45.74173707,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,709000,8969
1968,New Jersey,NJ,17,43.96634202,48.81720588,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,7005000,7419
1968,New Mexico,NM,4,39.74596753,43.39316749,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,994000,121365
1968,New York,NY,43,49.75607012,52.90099183,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,1,18051000,47224
1968,North Carolina,NC,13,29.23559348,42.52825745,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,5004000,48718
1968,North Dakota,ND,4,38.23149724,40.59707502,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,621000,68994
1968,Ohio,OH,26,42.94736619,48.70506358,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,10516000,40953
1968,Oklahoma,OK,8,31.98626636,40.14853165,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,2503000,68679
1968,Oregon,OR,6,43.78432985,46.77003358,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,2004000,96003
1968,Pennsylvania,PA,29,47.58717908,51.94724724,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,11741000,44820
1968,Rhode Island,RI,4,64.03064935,66.82932251,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,922000,1034
1968,South Carolina,SC,8,29.60889499,43.73532825,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,2559000,30111
1968,South Dakota,SD,4,41.96164458,44.06079205,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,1,0,0,0,669000,75898
1968,Tennessee,TN,11,28.12976277,42.63441871,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,3878000,41220
1968,Texas,TX,25,41.13793374,50.78087169,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,10819000,261914
1968,Utah,UT,4,37.07450635,39.62260333,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1029000,82168
1968,Vermont,VT,3,43.52742187,45.21001049,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,430000,9249
1968,Virginia,VA,12,32.49283322,42.83765176,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,4558000,39598
1968,Washington,WA,9,47.23192318,51.14262872,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,3270000,66582
1968,West Virginia,WV,7,49.60063961,54.88053917,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,1763000,24087
1968,Wisconsin,WI,12,44.26764282,48.03717729,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,4345000,54314
1968,Wyoming,WY,3,35.51196887,38.9086994,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,324000,97105
1972,Alabama,AL,9,25.53670486,26.06703977,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,3539400,50750
1972,Alaska,AK,3,34.62229177,37.32845691,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,324464,570641
1972,Arizona,AZ,6,30.3807928,33.01560483,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,2008291,113642
1972,Arkansas,AR,6,30.7101191,30.85379663,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,2018638,52075
1972,California,CA,45,41.53805357,43.02886267,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,1,0,0,20585469,155973
1972,Colorado,CO,7,34.59330485,35.59005963,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,2404619,103730
1972,Connecticut,CT,8,40.12910711,40.65826369,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,3068699,4845
1972,Delaware,DE,3,39.18332512,39.66772696,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,572913,1955
1972,District Of Columbia,DC,3,78.09706219,78.36944975,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,1,0,0,1,0,1,0,0,0,0,732874,68
1972,Florida,FL,17,27.79861904,27.87855471,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,7511463,53997
1972,Georgia,GA,12,24.64554824,24.7244081,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,4809490,57919
1972,Hawaii,HI,4,37.52081221,37.52081221,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,828331,6423
1972,Idaho,ID,4,26.04106592,28.84479497,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,763237,82751
1972,Illinois,IL,26,40.51188634,40.697874,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,11251948,55593
1972,Indiana,IN,13,33.33607775,33.52228912,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,5302435,35870
1972,Iowa,IA,8,40.47542139,41.2675179,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,2860287,55875
1972,Kansas,KS,7,29.50425447,30.36594806,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,17,521,0,0,0,1,0,1,0,0,0,0,2256375,81823
