year,state,abbr,electors,d_pv,r_pv,pop,area
2008,Massachusetts,MA,12,61.3631991,35.73495929,6468967,7838
2008,Michigan,MI,17,57.43324731,40.95970566,9946889,56539
2008,Minnesota,MN,10,54.0602927,43.82293104,5247018,79617
2008,Mississippi,MS,6,43.00155443,56.17618898,2947806,46914
2008,Missouri,MO,11,49.29264787,49.42607441,5923916,68898
2008,Montana,MT,3,47.26846477,49.53245094,976415,145556
2008,Nebraska_full,NE_full,2,41.59826578,56.53185337,1796378,76878
2008,Nebraska_d1,NE_d1,1,44,54,1796378,76878
2008,Nebraska_d2,NE_d2,1,50,49,1796378,76878
2008,Nebraska_d3,NE_d3,1,30,69,1796378,76878
2008,Nevada,NV,5,55.14667592,42.65411511,2653630,109806
2008,New Hampshire,NH,4,54.12689706,44.52142847,1315906,8969
2008,New Jersey,NJ,15,57.27213715,41.70393386,8711090,7419
2008,New Mexico,NM,5,56.90748026,41.77903483,2010662,121365
2008,New York,NY,31,60.15696154,31.31723711,19212436,47224
2008,North Carolina,NC,15,49.7036664,49.37479862,9309449,48718
2008,North Dakota,ND,3,44.62054001,53.25010028,657569,68994
2008,Ohio,OH,20,51.50427006,46.91057836,11515391,40953
2008,Oklahoma,OK,7,34.35491888,65.64508112,3668976,68679
2008,Oregon,OR,7,56.74880626,40.40098169,3768748,96003
2008,Pennsylvania,PA,21,54.48552801,44.16705248,12612285,44820
2008,Rhode Island,RI,4,62.86400461,35.05784647,1055003,1034
2008,South Carolina,SC,8,44.89656002,53.87364398,4528996,30111
2008,South Dakota,SD,3,44.74743111,53.15897637,799124,75898
2008,Tennessee,TN,11,41.82853806,56.89695428,6247411,41220
2008,Texas,TX,34,43.68312145,55.45236045,24309039,261914
2008,Utah,UT,5,34.40574567,62.58386971,2663029,82168
2008,Vermont,VT,3,67.4556832,30.44922872,624151,9249
2008,Virginia,VA,13,52.62946987,46.33050069,7833496,39598
2008,Washington,WA,11,57.65289221,40.47630494,6562231,66582
2008,West Virginia,WV,5,42.58975038,55.71034311,1840310,24087
2008,Wisconsin,WI,10,56.21778652,42.31366249,5640996,54314
2008,Wyoming,WY,3,32.50949377,64.7137746,546043,97105
2012,Alabama,AL,9,38.3590331,60.54582233,4815588,50750
2012,Alaska,AK,3,40.81265911,54.8015774,730443,570641
2012,Arizona,AZ,11,44.58976694,53.65453317,6554978,113642
2012,Arkansas,AR,6,36.8789903,60.56693608,2952164,52075
2012,California,CA,55,60.23895914,37.12037852,37948800,155973
2012,Colorado,CO,9,51.49222655,46.12709164,5192647,103730
2012,Connecticut,CT,7,58.08501326,40.74511425,3594547,4845
2012,Delaware,DE,3,58.61074198,39.98260407,915179,1955
2012,District Of Columbia,DC,3,90.91311393,7.278291418,NA,NA
2012,Florida,FL,29,50.00786507,49.13097776,19297822,53997
2012,Georgia,GA,16,45.50795967,53.32924218,9901430,57919
2012,Hawaii,HI,4,70.14793245,27.68214769,1394804,6423
2012,Idaho,ID,4,32.62233356,64.5297835,1595324,82751
2012,Illinois,IL,20,57.60213536,40.73274127,12882510,55593
2012,Indiana,IN,11,43.9273029,54.12553238,6537703,35870
2012,Iowa,IA,6,51.98801653,46.17786851,3076190,55875
2012,Kansas,KS,6,37.99457055,59.71132037,2885257,81823
2012,Kentucky,KY,8,37.80132783,60.4931416,4386346,39732
2012,Louisiana,LA,8,40.57746362,57.78457573,4600972,43566
2012,Maine_full,ME_full,2,55.37103419,40.32739204,1327729,30865
2012,Maine_d1,ME_d1,1,60,38,1327729,30865
2012,Maine_d2,ME_d2,1,53,44,1327729,30865
2012,Maryland,MD,10,61.97419078,35.89773234,5886992,9775
2012,Massachusetts,MA,11,60.33830832,37.31912232,6663005,7838
2012,Michigan,MI,16,54.20820421,44.71091603,9897145,56539
2012,Minnesota,MN,10,52.65230315,44.95820111,5376643,79617
2012,Mississippi,MS,6,43.78935954,55.28584674,2983816,46914
2012,Missouri,MO,10,44.38348355,53.76374114,6024367,68898
2012,Montana,MT,3,41.69813737,55.35153538,1003783,145556
2012,Nebraska_full,NE_full,2,38.02731442,59.80319218,1853303,76878
2012,Nebraska_d1,NE_d1,1,41,57,1853303,76878
2012,Nebraska_d2,NE_d2,1,46,53,1853303,76878
2012,Nebraska_d3,NE_d3,1,28,70,1853303,76878
2012,Nevada,NV,6,52.35624947,45.67531564,2743996,109806
2012,New Hampshire,NH,4,51.97968415,46.40379649,1324232,8969
2012,New Jersey,NJ,14,58.34235491,40.62356483,8844942,7419
2012,New Mexico,NM,5,52.99276052,42.84332664,2087309,121365
2012,New York,NY,29,60.76098417,31.24159733,19572932,47224
2012,North Carolina,NC,15,48.35096858,50.3930641,9749476,48718
2012,North Dakota,ND,3,38.69731089,58.31568256,701176,68994
2012,Ohio,OH,18,50.66674766,47.68844088,11548923,40953
2012,Oklahoma,OK,7,33.22768026,66.77231974,3818814,68679
2012,Oregon,OR,7,54.23932665,42.14987118,3899001,96003
2012,Pennsylvania,PA,20,52.0768577,46.68086603,12767118,44820
2012,Rhode Island,RI,4,62.70095886,35.24366157,1054621,1034
2012,South Carolina,SC,9,44.08803341,54.56113126,4717354,30111
2012,South Dakota,SD,3,39.86614076,57.88931188,833566,75898
2012,Tennessee,TN,11,39.07581499,59.47871472,6453898,41220
2012,Texas,TX,38,41.38335828,57.16697747,26084481,261914
2012,Utah,UT,6,24.74966583,72.7905331,2853375,82168
2012,Vermont,VT,3,66.5705503,30.97263524,626090,9249
2012,Virginia,VA,13,51.1564568,47.2831029,8185080,39598
2012,Washington,WA,12,56.1633983,41.29462143,6897058,66582
2012,West Virginia,WV,5,35.53930416,62.29584242,1856872,24087
2012,Wisconsin,WI,10,52.77616254,45.93834671,5719960,54314
2012,Wyoming,WY,3,27.63690612,68.19358519,576305,97105
2016,Alabama,AL,9,34.35794576,62.08309236,4863525,50750
2016,Alaska,AK,3,36.55087129,51.28151208,741456,570641
2016,Arizona,AZ,11,45.12602184,48.67161647,6941072,113642
2016,Arkansas,AR,6,33.65312413,60.57410216,2989918,52075
2016,California,CA,55,61.7263996,31.61710654,39167117,155973
2016,Colorado,CO,9,48.15698038,43.25139737,5539215,103730
2016,Connecticut,CT,7,54.5663011,40.92691438,3578141,4845
2016,Delaware,DE,3,53.35333681,41.92282434,948921,1955
2016,District Of Columbia,DC,3,90.48388387,4.070383108,NA,NA
2016,Florida,FL,29,47.82331581,49.02194142,20613477,53997
2016,Georgia,GA,16,45.63998336,50.77132605,10301890,57919
2016,Hawaii,HI,4,60.98079806,29.43970717,1427559,6423
2016,Idaho,ID,4,27.49201382,59.26143237,1682380,82751
2016,Illinois,IL,20,55.8253667,38.76175307,12820527,55593
2016,Indiana,IN,11,37.77483969,56.94003345,6634304,35870
2016,Iowa,IA,6,41.75251345,51.16206134,3131371,55875
2016,Kansas,KS,6,36.05237073,56.65458181,2910844,81823
2016,Kentucky,KY,8,32.68218833,62.51963855,4438182,39732
2016,Louisiana,LA,8,38.4495661,58.08868465,4678135,43566
2016,Maine_full,ME_full,2,46.3452141,43.47667808,1331317,30865
2016,Maine_d1,ME_d1,1,54,39,1331317,30865
2016,Maine_d2,ME_d2,1,41,51,1331317,30865
2016,Maryland,MD,10,60.32574424,33.90930473,6003323,9775
2016,Massachusetts,MA,11,59.0500651,32.28620279,6823608,7838
2016,Michigan,MI,16,47.27453095,47.49756422,9950571,56539
2016,Minnesota,MN,10,46.44503396,44.9251931,5522744,79617
2016,Mississippi,MS,6,40.11478827,57.94103809,2987938,46914
2016,Missouri,MO,10,38.13523084,56.77234784,6087135,68898
2016,Montana,MT,3,35.93521878,56.46619187,1040859,145556
2016,Nebraska_full,NE_full,2,33.69875638,58.74735113,1905616,76878
2016,Nebraska_d1,NE_d1,1,36,58,1905616,76878
2016,Nebraska_d2,NE_d2,1,46,48,1905616,76878
2016,Nebraska_d3,NE_d3,1,20,74,1905616,76878
2016,Nevada,NV,6,47.91782368,45.50069532,2917563,109806
2016,New Hampshire,NH,4,46.82626267,46.45866698,1342307,8969
2016,New Jersey,NJ,14,55.45308445,41.35038665,8870827,7419
2016,New Mexico,NM,5,48.25564718,40.04251433,2091630,121365
2016,New York,NY,29,56.1361426,32.39060231,19633428,47224
2016,North Carolina,NC,15,46.17286617,49.8280947,10154788,48718
2016,North Dakota,ND,3,27.22673946,62.95562783,754434,68994
2016,Ohio,OH,18,43.55807628,51.68765068,11634370,40953
2016,Oklahoma,OK,7,28.93168028,65.32286482,3926331,68679
2016,Oregon,OR,7,50.071852,39.09403518,4089976,96003
2016,Pennsylvania,PA,20,47.85361616,48.5778858,12782275,44820
2016,Rhode Island,RI,4,54.40660657,38.8980575,1056770,1034
2016,South Carolina,SC,9,40.67341979,54.93933269,4957968,30111
2016,South Dakota,SD,3,31.73742816,61.53075038,862996,75898
2016,Tennessee,TN,11,34.7163328,60.72203369,6646010,41220
2016,Texas,TX,38,43.23525798,52.23468558,27914410,261914
2016,Utah,UT,6,27.46126859,45.54081659,3041868,82168
2016,Vermont,VT,3,55.72274212,29.7593824,623657,9249
2016,Virginia,VA,13,49.75135283,44.42764701,8410106,39598
2016,Washington,WA,12,52.53868006,36.83268019,7294771,66582
2016,West Virginia,WV,5,26.47692802,68.63057481,1831023,24087
2016,Wisconsin,WI,10,46.45384137,47.21818457,5772628,54314
2016,Wyoming,WY,3,21.62890088,67.39841105,584215,97105
2020,Alabama,AL,9,36.56999021,62.03164317,5024279,50750
2020,Alaska,AK,3,42.77195227,52.83314327,733391,570641
2020,Arizona,AZ,11,49.36469061,49.05598103,7151502,113642
2020,Arkansas,AR,6,34.77506195,62.39572986,3011524,52075
2020,California,CA,55,63.48394689,34.32072363,39538223,155973
2020,Colorado,CO,9,55.01106714,41.60412563,5773714,103730
2020,Connecticut,CT,7,59.26073152,39.18711829,3605944,4845
2020,Delaware,DE,3,58.74300579,39.77487677,989948,1955
2020,District Of Columbia,DC,3,92.14969392,5.397321377,NA,NA
2020,Florida,FL,29,47.86145073,51.21981962,21538187,53997
2020,Georgia,GA,16,49.47305578,49.2374739,10711908,57919
2020,Hawaii,HI,4,63.14937977,33.95471417,1455271,6423
2020,Idaho,ID,4,33.06640215,63.83756483,1839106,82751
2020,Illinois,IL,20,57.54164538,40.55345082,12812508,55593
2020,Indiana,IN,11,40.96167706,57.02115777,6785528,35870
2020,Iowa,IA,6,44.64723286,52.80019763,3190369,55875
2020,Kansas,KS,6,41.55955354,56.21251283,2937880,81823
2020,Kentucky,KY,8,36.15151481,62.08657187,4505836,39732
2020,Louisiana,LA,8,39.8514568,58.46088241,4657757,43566
2020,Maine_full,ME_full,2,52.52557935,43.55122811,1362359,30865
2020,Maine_d1,ME_d1,1,60,37,1362359,30865
2020,Maine_d2,ME_d2,1,51,41,1362359,30865
2020,Maryland,MD,10,65.36066486,32.15029157,6177224,9775
2020,Massachusetts,MA,11,65.1229837,31.90815759,7029917,7838
2020,Michigan,MI,16,50.62081829,47.83729069,10077331,56539
2020,Minnesota,MN,10,52.39509931,45.28494241,5706494,79617
2020,Mississippi,MS,6,41.05760646,57.60295458,2961279,46914
2020,Missouri,MO,10,41.40878174,56.79965578,6154913,68898
2020,Montana,MT,3,40.54936936,56.91846924,1084225,145556
2020,Nebraska,NA,NA,39.16663094,58.22416333,NA,NA
2020,Nebraska_d1,NE_d1,1,41,56,1961504,76878
2020,Nebraska_d2,NE_d2,1,52,46,1961504,76878
2020,Nebraska_d3,NE_d3,1,22,75,1961504,76878
2020,Nevada,NV,6,50.05678196,47.66624732,3104614,109806
2020,New Hampshire,NH,4,52.70782528,45.3562595,1377529,8969
2020,New Jersey,NJ,14,57.33419675,41.39652386,9288994,7419
2020,New Mexico,NM,5,54.28928585,43.49666925,2117522,121365
2020,New York,NY,29,60.39188454,37.46129384,20201249,47224
2020,North Carolina,NC,15,48.58621178,49.93433249,10439388,48718
2020,North Dakota,ND,3,31.75676236,65.11404874,779094,68994
2020,Ohio,OH,18,45.23933834,53.2713001,11799448,40953
2020,Oklahoma,OK,7,32.28617434,65.37327185,3959353,68679
2020,Oregon,OR,7,56.45331865,40.36724605,4237256,96003
2020,Pennsylvania,PA,20,50.00849568,48.84361204,13002700,44820
2020,Rhode Island,RI,4,59.47619877,38.67038047,1097379,1034
2020,South Carolina,SC,9,43.4168385,55.09348092,5118425,30111
2020,South Dakota,SD,3,35.60525214,61.76938967,886667,75898
2020,Tennessee,TN,11,37.45143427,60.66029417,6910840,41220
2020,Texas,TX,38,46.47900991,52.0576036,29145505,261914
2020,Utah,UT,6,37.64604858,58.12983903,3271616,82168
2020,Vermont,VT,3,65.45578055,30.38105713,643077,9249
2020,Virginia,VA,13,54.10951718,43.99550367,8631393,39598
2020,Washington,WA,12,57.97030114,38.76697774,7705281,66582
2020,West Virginia,WV,5,29.69652124,68.63155192,1793716,24087
2020,Wisconsin,WI,10,49.44953686,48.82243732,5893718,54314
2020,Wyoming,WY,3,26.38786656,69.49978995,576851,97105
