year,state,abbr,electors,d_pv,r_pv,pop,area
1976,Ohio,OH,25,48.89868667,48.67163157,10752662,40953
1976,Oklahoma,OK,8,48.74722019,49.96177619,2826815,68679
1976,Oregon,OR,6,47.61806276,47.78439346,2378262,96003
1976,Pennsylvania,PA,27,50.39567935,47.73221531,11897378,44820
1976,Rhode Island,RI,4,55.44200456,44.14419461,946089,1034
1976,South Carolina,SC,8,56.16951767,43.12937104,2943657,30111
1976,South Dakota,SD,4,48.91212526,50.38779026,686390,75898
1976,Tennessee,TN,10,55.94074831,42.94176297,4346928,41220
1976,Texas,TX,26,51.13895681,47.97042352,12904089,261914
1976,Utah,UT,4,33.64817874,62.43473055,1274928,82168
1976,Vermont,VT,3,42.30405325,54.58722581,484928,9249
1976,Virginia,VA,12,47.95821563,49.29332141,5121863,39598
1976,Washington,WA,9,46.11426044,49.99774997,3693610,66582
1976,West Virginia,WV,6,58.06951865,41.93048135,1879503,24087
1976,Wisconsin,WI,11,49.50336357,47.8260973,4595904,54314
1976,Wyoming,WY,3,39.80926553,59.30358251,396952,97105
1980,Alabama,AL,9,47.44885907,48.75012016,3900368,50750
1980,Alaska,AK,3,26.4079018,54.34819654,405315,570641
1980,Arizona,AZ,6,28.24468359,60.60884838,2737774,113642
1980,Arkansas,AR,6,47.52263062,48.13427223,2288738,52075
1980,California,CA,45,35.91943691,52.69750288,23800800,155973
1980,Colorado,CO,7,31.0700325,55.06893495,2908803,103730
1980,Connecticut,CT,8,38.52220567,48.15595701,3113174,4845
1980,Delaware,DE,3,44.87414498,47.20708794,594919,1955
1980,District Of Columbia,DC,3,74.89317898,13.40682849,NA,NA
1980,Florida,FL,17,38.50021983,55.51916271,9839835,53997
1980,Georgia,GA,12,55.79610535,40.96730659,5486174,57919
1980,Hawaii,HI,4,44.80211813,42.90061889,967710,6423
1980,Idaho,ID,4,25.19071579,66.45596677,947983,82751
1980,Illinois,IL,26,41.71640818,49.64605289,11434702,55593
1980,Indiana,IN,13,37.65319244,56.00524167,5490721,35870
1980,Iowa,IA,8,38.60416298,51.30500182,2914018,55875
1980,Kansas,KS,7,33.28757546,57.85006047,2369039,81823
1980,Kentucky,KY,9,47.65391583,49.03216744,3664221,39732
1980,Louisiana,LA,10,45.74823178,51.1983474,4223101,43566
1980,Maine_full,ME_full,2,42.2503542,45.60554176,1126860,30865
1980,Maine_d1,ME_d1,1,42,45,1126860,30865
1980,Maine_d2,ME_d2,1,43,46,1126860,30865
1980,Maryland,MD,10,47.13812954,44.18096509,4227643,9775
1980,Massachusetts,MA,14,41.74977913,41.90147736,5746075,7838
1980,Michigan,MI,21,42.4974135,48.98618189,9255553,56539
1980,Minnesota,MN,10,46.50156244,42.55866225,4085017,79617
1980,Mississippi,MS,7,48.13916456,49.4633025,2525342,46914
1980,Missouri,MO,12,44.34571659,51.15576353,4921966,68898
1980,Montana,MT,4,32.4306502,56.82452631,788752,145556
1980,Nebraska_full,NE_full,5,26.02273847,65.55001853,1572296,76878
1980,Nebraska_d1,NE_d1,0,26.02273847,65.55001853,1572296,76878
1980,Nebraska_d2,NE_d2,0,26.02273847,65.55001853,1572296,76878
1980,Nebraska_d3,NE_d3,0,26.02273847,65.55001853,1572296,76878
1980,Nevada,NV,3,27.35666333,63.61185431,810215,109806
1980,New Hampshire,NH,4,28.3507383,57.73718066,924250,8969
1980,New Jersey,NJ,17,38.55799204,51.97315978,7376330,7419
1980,New Mexico,NM,4,36.78482894,54.96682645,1309400,121365
1980,New York,NY,41,43.99209992,42.53011024,17566754,47224
1980,North Carolina,NC,13,47.18285535,49.30497518,5898980,48718
1980,North Dakota,ND,3,26.2985029,64.32570836,654380,68994
1980,Ohio,OH,25,40.90981354,51.51142625,10800650,40953
1980,Oklahoma,OK,8,34.96766135,60.49970949,3040758,68679
1980,Oregon,OR,6,38.66981065,48.33146568,2641218,96003
1980,Pennsylvania,PA,27,42.47593062,49.58613404,11868305,44820
1980,Rhode Island,RI,4,47.68214786,37.21280775,948773,1034
1980,South Carolina,SC,8,48.20896631,49.45376231,3134502,30111
1980,South Dakota,SD,4,31.6918063,60.52523169,690851,75898
1980,Tennessee,TN,10,48.40771852,48.69888775,4600252,41220
1980,Texas,TX,26,41.42003014,55.28195126,14338208,261914
1980,Utah,UT,4,20.56866484,72.77754605,1472595,82168
1980,Vermont,VT,3,38.42118341,44.36401483,512524,9249
1980,Virginia,VA,12,40.30874069,53.03279901,5368334,39598
1980,Washington,WA,9,37.31607203,49.65834364,4154678,66582
1980,West Virginia,WV,6,49.81083481,45.30286086,1951349,24087
1980,Wisconsin,WI,11,43.18031551,47.89877447,4712045,54314
1980,Wyoming,WY,3,27.97021159,62.6439481,474185,97105
1984,Alabama,AL,9,38.28078127,60.54249355,3951820,50750
1984,Alaska,AK,3,29.86777775,66.65398232,513702,570641
1984,Arizona,AZ,7,32.54264317,66.42148286,3067135,113642
1984,Arkansas,AR,6,38.290785,60.46702533,2319768,52075
1984,California,CA,47,41.2677757,57.51694285,25844393,155973
1984,Colorado,CO,8,35.1228983,63.44215597,3169992,103730
1984,Connecticut,CT,8,38.82998159,60.73195173,3180014,4845
1984,Delaware,DE,3,39.93212136,59.78269409,611565,1955
1984,District Of Columbia,DC,3,85.38487751,13.7296013,NA,NA
1984,Florida,FL,21,34.66024697,65.31858104,11039925,53997
1984,Georgia,GA,12,39.78530524,60.17229857,5834954,57919
1984,Hawaii,HI,4,43.81591563,55.09965877,1027922,6423
1984,Idaho,ID,4,26.39221295,72.36467029,990839,82751
1984,Illinois,IL,24,43.29655321,56.17459154,11412132,55593
1984,Indiana,IN,12,37.68271379,61.67431459,5458322,35870
1984,Iowa,IA,8,45.8870818,53.27211217,2858618,55875
1984,Kansas,KS,7,32.59803658,66.27220788,2424086,81823
1984,Kentucky,KY,9,39.40124658,60.00693762,3695453,39732
1984,Louisiana,LA,10,38.17539263,60.77370692,4400477,43566
1984,Maine_full,ME_full,2,38.78104074,60.83406852,1155635,30865
1984,Maine_d1,ME_d1,1,40,60,1155635,30865
1984,Maine_d2,ME_d2,1,38,62,1155635,30865
1984,Maryland,MD,10,47.01639086,52.50505259,4365243,9775
1984,Massachusetts,MA,13,48.43378267,51.22078251,5840773,7838
1984,Michigan,MI,20,40.23607594,59.22602717,9049452,56539
1984,Minnesota,MN,10,49.71884656,49.53841519,4157706,79617
1984,Mississippi,MS,7,37.42328159,61.88232119,2578051,46914
1984,Missouri,MO,11,39.97524933,60.02475067,4975278,68898
1984,Montana,MT,4,38.17658185,60.47448208,820905,145556
1984,Nebraska_full,NE_full,5,28.80982686,70.55069086,1588639,76878
1984,Nebraska_d1,NE_d1,0,28.80982686,70.55069086,1588639,76878
1984,Nebraska_d2,NE_d2,0,28.80982686,70.55069086,1588639,76878
1984,Nebraska_d3,NE_d3,0,28.80982686,70.55069086,1588639,76878
1984,Nevada,NV,4,32.41934514,66.76995016,924922,109806
1984,New Hampshire,NH,4,30.94516899,68.66733178,976864,8969
1984,New Jersey,NJ,16,39.19754794,60.09051973,7515473,7419
1984,New Mexico,NM,5,39.22643233,59.70429846,1416717,121365
1984,New York,NY,36,44.09238689,49.60501321,17745684,47224
1984,North Carolina,NC,13,37.89196368,61.89689895,6164006,48718
1984,North Dakota,ND,3,33.79896495,64.83974224,680497,68994
1984,Ohio,OH,23,40.00319948,58.69868635,10737746,40953
1984,Oklahoma,OK,8,30.66714662,68.61085184,3285533,68679
1984,Oregon,OR,7,43.73968123,55.90582189,2666588,96003
1984,Pennsylvania,PA,25,45.98917667,53.34106792,11815172,44820
1984,Rhode Island,RI,4,48.01736466,51.66520906,961894,1034
1984,South Carolina,SC,8,35.56517151,63.55400819,3271868,30111
1984,South Dakota,SD,3,36.52879978,63.0033945,697249,75898
1984,Tennessee,TN,11,41.57224942,57.83972248,4686737,41220
1984,Texas,TX,29,36.11394829,63.610613,16007086,261914
1984,Utah,UT,5,24.67521948,74.50179145,1622342,82168
1984,Vermont,VT,3,40.81241127,57.9230989,526660,9249
1984,Virginia,VA,12,37.09293848,62.28716107,5643870,39598
1984,Washington,WA,10,42.58081721,56.09175907,4343656,66582
1984,West Virginia,WV,6,44.59783457,55.11211811,1927697,24087
1984,Wisconsin,WI,11,45.02170061,54.19315283,4735563,54314
1984,Wyoming,WY,3,28.2428771,70.50982177,504896,97105
1988,Alabama,AL,9,39.86329831,59.16504894,4023844,50750
1988,Alaska,AK,3,36.27096284,59.59093726,541983,570641
1988,Arizona,AZ,7,38.74387412,59.95026765,3535183,113642
1988,Arkansas,AR,6,42.19173217,56.3678362,2342656,52075
1988,California,CA,47,47.55944256,51.12656789,28464249,155973
1988,Colorado,CO,8,45.28240432,53.05888834,3262281,103730
1988,Connecticut,CT,8,46.87451936,51.97756122,3271953,4845
1988,Delaware,DE,3,43.4777563,55.87996366,647622,1955
1988,District Of Columbia,DC,3,82.6469719,14.3044531,NA,NA
1988,Florida,FL,21,38.50721693,60.87155909,12306395,53997
1988,Georgia,GA,12,39.49842844,59.75287234,6316142,57919
1988,Hawaii,HI,4,54.26944008,44.75104454,1079828,6423
1988,Idaho,ID,4,36.01064142,62.07845113,985664,82751
1988,Illinois,IL,24,48.60455527,50.68826879,11390183,55593
1988,Indiana,IN,12,39.68618767,59.84277566,5491735,35870
1988,Iowa,IA,8,54.71192398,44.49647279,2768388,55875
1988,Kansas,KS,7,42.55964489,55.79299608,2461996,81823
1988,Kentucky,KY,9,43.88359469,55.52147912,3679999,39732
1988,Louisiana,LA,10,44.0645571,54.2747153,4288863,43566
1988,Maine_full,ME_full,2,43.88353888,55.3354293,1203840,30865
1988,Maine_d1,ME_d1,1,43,56,1203840,30865
1988,Maine_d2,ME_d2,1,45,55,1203840,30865
1988,Maryland,MD,10,48.19903427,51.10758663,4657904,9775
1988,Massachusetts,MA,13,53.22905149,45.37505873,5979982,7838
1988,Michigan,MI,20,45.67207835,53.56769378,9217998,56539
1988,Minnesota,MN,10,52.91283343,45.89572632,4296166,79617
1988,Mississippi,MS,7,39.06714459,59.88983679,2580352,46914
1988,Missouri,MO,11,47.85044916,51.83157305,5081736,68898
1988,Montana,MT,4,46.19852656,52.07151725,800202,145556
1988,Nebraska_full,NE_full,5,39.19103807,60.16282041,1571477,76878
1988,Nebraska_d1,NE_d1,0,39.19103807,60.16282041,1571477,76878
1988,Nebraska_d2,NE_d2,0,39.19103807,60.16282041,1571477,76878
1988,Nebraska_d3,NE_d3,0,39.19103807,60.16282041,1571477,76878
1988,Nevada,NV,4,38.6841254,60.04668744,1075022,109806
1988,New Hampshire,NH,4,36.33449864,62.49087176,1082577,8969
1988,New Jersey,NJ,16,42.59814238,56.24010946,7712333,7419
1988,New Mexico,NM,5,46.89357425,51.850353,1490337,121365
1988,New York,NY,36,50.19497561,43.76430362,17941309,47224
1988,North Carolina,NC,13,41.70631146,57.96829978,6480594,48718
1988,North Dakota,ND,3,42.97200104,56.03123181,655331,68994
1988,Ohio,OH,23,44.14684136,55.00175825,10798552,40953
1988,Oklahoma,OK,8,41.28165146,57.92879126,3167057,68679
1988,Oregon,OR,7,51.2781124,46.61136695,2741297,96003
1988,Pennsylvania,PA,25,48.3867405,50.70457962,11845752,44820
1988,Rhode Island,RI,4,55.63785459,43.93260871,996408,1034
1988,South Carolina,SC,8,37.58119855,61.50481385,3412096,30111
1988,South Dakota,SD,3,46.50612957,52.84976245,698165,75898
1988,Tennessee,TN,11,41.5458518,57.89048128,4822437,41220
1988,Texas,TX,29,43.34936922,55.95355796,16667022,261914
1988,Utah,UT,5,32.04643528,66.21896484,1689372,82168
1988,Vermont,VT,3,47.57980997,51.09605142,549763,9249
1988,Virginia,VA,12,39.23140487,59.73519912,6036909,39598
1988,Washington,WA,10,50.0476879,48.45642924,4639893,66582
1988,West Virginia,WV,6,52.19811085,47.46055095,1830215,24087
1988,Wisconsin,WI,11,51.41403025,47.79591058,4822388,54314
1988,Wyoming,WY,3,38.01337857,60.53038499,465101,97105
1992,Alabama,AL,9,40.8800635,47.6454036,4139269,50750
1992,Alaska,AK,3,30.28711132,39.45749809,587073,570641
1992,Arizona,AZ,8,36.5204526,38.47314178,3867333,113642
1992,Arkansas,AR,6,53.20795285,35.48339931,2394098,52075
1992,California,CA,54,46.00658784,32.61466938,30875920,155973
1992,Colorado,CO,8,40.12802865,35.86905263,3459995,103730
1992,Connecticut,CT,8,42.21857296,35.78324122,3274997,4845
1992,Delaware,DE,3,43.52392791,35.3266349,690158,1955
1992,District Of Columbia,DC,3,84.64090486,9.095143515,NA,NA
1992,Florida,FL,25,38.99012156,40.90249694,13504775,53997
1992,Georgia,GA,13,43.46868534,42.87785319,6759474,57919
1992,Hawaii,HI,4,48.09275779,36.69704593,1149926,6423
1992,Idaho,ID,4,28.41921205,42.0325898,1066490,82751
1992,Illinois,IL,22,48.57967782,34.33746713,11635197,55593
1992,Indiana,IN,12,36.79390564,42.90678013,5648649,35870
1992,Iowa,IA,7,43.28583862,37.27213871,2806923,55875
1992,Kansas,KS,6,33.73849414,38.8815246,2526042,81823
1992,Kentucky,KY,8,44.55114207,41.34088017,3756358,39732
1992,Louisiana,LA,9,45.58453914,40.97089581,4270849,43566
1992,Maine_full,ME_full,2,38.7667973,30.39062603,1235748,30865
1992,Maine_d1,ME_d1,1,40,32,1235748,30865
1992,Maine_d2,ME_d2,1,38,28,1235748,30865
1992,Maryland,MD,10,49.81260519,35.62940269,4902545,9775
1992,Massachusetts,MA,12,47.54141093,29.02438796,5993474,7838
1992,Michigan,MI,18,43.77368748,36.37564792,9470323,56539
1992,Minnesota,MN,10,43.48465128,31.85083315,4471503,79617
1992,Mississippi,MS,7,40.76806414,49.68389467,2610193,46914
1992,Missouri,MO,11,44.07168576,33.92168178,5193686,68898
1992,Montana,MT,3,37.63112452,35.12249655,822436,145556
1992,Nebraska_full,NE_full,2,29.40345416,46.59750036,1602406,76878
1992,Nebraska_d1,NE_d1,1,29,43,1602406,76878
1992,Nebraska_d2,NE_d2,1,32,48,1602406,76878
1992,Nebraska_d3,NE_d3,1,24,50,1602406,76878
1992,Nevada,NV,4,37.35755,34.72679225,1330694,109806
1992,New Hampshire,NH,4,38.91179509,37.69142708,1112766,8969
1992,New Jersey,NJ,15,42.95395912,40.58103346,7827770,7419
1992,New Mexico,NM,5,45.89884664,37.33846094,1580750,121365
1992,New York,NY,33,47.27630691,28.83974308,18082032,47224
1992,North Carolina,NC,14,42.6533683,43.44280874,6831850,48718
1992,North Dakota,ND,3,32.18350517,44.21597167,635427,68994
1992,Ohio,OH,21,40.18128056,38.34661244,11007609,40953
1992,Oklahoma,OK,8,34.0247375,42.64574833,3204174,68679
1992,Oregon,OR,7,42.47885506,32.52721272,2973934,96003
1992,Pennsylvania,PA,23,45.14616487,36.12721052,11980819,44820
1992,Rhode Island,RI,4,47.04796356,29.02760469,1000571,1034
1992,South Carolina,SC,8,42.76254117,46.99335673,3600576,30111
1992,South Dakota,SD,3,37.14097081,40.65914458,708698,75898
1992,Tennessee,TN,11,47.08479309,42.43336403,5013999,41220
1992,Texas,TX,32,37.07845833,40.56002111,17650479,261914
1992,Utah,UT,5,24.65450176,43.3646327,1821498,82168
1992,Vermont,VT,3,46.11375176,30.41825883,570115,9249
1992,Virginia,VA,13,40.5860744,44.95736635,6383315,39598
1992,Washington,WA,11,43.41022004,31.96560535,5139011,66582
1992,West Virginia,WV,5,48.41482162,35.39302916,1805462,24087
1992,Wisconsin,WI,11,41.13155574,36.77722096,5004636,54314
1992,Wyoming,WY,3,34.09977787,39.69652398,463491,97105
1996,Alabama,AL,9,43.1560877,50.12184321,4290403,50750
1996,Alaska,AK,3,33.26711365,50.80125817,604918,570641
1996,Arizona,AZ,8,46.51706595,44.2944165,4432308,113642
1996,Arkansas,AR,6,53.73644915,36.80085766,2504858,52075
1996,California,CA,54,51.09886562,38.20942008,31780829,155973
1996,Colorado,CO,8,44.42649841,45.79645754,3812716,103730
1996,Connecticut,CT,8,52.83158147,34.69080449,3267030,4845
1996,Delaware,DE,3,51.82784978,36.57988996,727090,1955
1996,District Of Columbia,DC,3,85.19001109,9.335795742,NA,NA
1996,Florida,FL,25,48.0255712,42.32454875,14426911,53997
1996,Georgia,GA,13,45.84146585,47.01568011,7332225,57919
1996,Hawaii,HI,4,56.92880151,31.64028657,1184434,6423
1996,Idaho,ID,4,33.64638985,52.18410814,1187706,82751
1996,Illinois,IL,22,54.31527783,36.80995298,11953003,55593
1996,Indiana,IN,12,41.55713765,47.14238016,5834908,35870
1996,Iowa,IA,7,50.26096469,39.9201021,2848473,55875
1996,Kansas,KS,6,36.0847994,54.29070092,2598266,81823
1996,Kentucky,KY,8,45.84217849,44.88222146,3881051,39732
1996,Louisiana,LA,9,52.00999575,39.94407943,4338763,43566
1996,Maine_full,ME_full,2,51.62395589,30.76067384,1241436,30865
1996,Maine_d1,ME_d1,1,52,32,1241436,30865
1996,Maine_d2,ME_d2,1,51,30,1241436,30865
1996,Maryland,MD,10,54.25477435,38.26949749,5057142,9775
1996,Massachusetts,MA,12,61.47209871,28.08799202,6085393,7838
1996,Michigan,MI,18,51.69482057,38.48459434,9739184,56539
1996,Minnesota,MN,10,51.10075658,34.95542971,4647723,79617
1996,Mississippi,MS,7,44.08110022,49.20675231,2709925,46914
1996,Missouri,MO,11,47.53957828,41.24138986,5367888,68898
1996,Montana,MT,3,41.25006448,44.13154074,876656,145556
1996,Nebraska_full,NE_full,2,34.95065802,53.65499731,1647657,76878
1996,Nebraska_d1,NE_d1,1,38,50,1647657,76878
1996,Nebraska_d2,NE_d2,1,38,53,1647657,76878
1996,Nebraska_d3,NE_d3,1,29,59,1647657,76878
1996,Nevada,NV,4,43.93349688,42.91471292,1596476,109806
1996,New Hampshire,NH,4,49.57057735,39.56648953,1160768,8969
1996,New Jersey,NJ,15,53.72029286,35.8631082,8009624,7419
1996,New Mexico,NM,5,49.18320224,41.85611987,1706151,121365
1996,New York,NY,33,56.67893903,27.00220791,18143805,47224
1996,North Carolina,NC,14,44.03553214,48.72941366,7307658,48718
1996,North Dakota,ND,3,40.12784757,46.93875253,642858,68994
1996,Ohio,OH,21,47.37574745,41.01687223,11187032,40953
1996,Oklahoma,OK,8,40.44913745,48.25629624,3289634,68679
1996,Oregon,OR,7,47.15197132,39.05992335,3195087,96003
1996,Pennsylvania,PA,23,49.22612477,40.01435583,12038008,44820
1996,Rhode Island,RI,4,59.71858848,26.82480583,987858,1034
1996,South Carolina,SC,8,44.00625292,49.84767628,3738974,30111
1996,South Dakota,SD,3,43.0271195,46.48885513,730699,75898
1996,Tennessee,TN,11,47.99871179,45.59039758,5313576,41220
1996,Texas,TX,32,43.83177194,48.75874165,19006240,261914
1996,Utah,UT,5,33.29677643,54.3712789,2022253,82168
1996,Vermont,VT,3,53.35443356,31.09007967,586352,9249
1996,Virginia,VA,13,45.14777116,47.10461872,6665491,39598
1996,Washington,WA,11,49.84047205,37.30136651,5509963,66582
1996,West Virginia,WV,5,51.5055958,36.75743449,1818983,24087
1996,Wisconsin,WI,11,48.81095216,38.47741226,5173828,54314
1996,Wyoming,WY,3,36.83586125,49.81211981,480085,97105
2000,Alabama,AL,9,41.56650295,56.48375535,4452173,50750
2000,Alaska,AK,3,27.66633982,58.62095532,627963,570641
2000,Arizona,AZ,8,44.73458502,51.02113816,5160586,113642
2000,Arkansas,AR,6,45.86425626,51.3071977,2678588,52075
2000,California,CA,54,53.44973683,41.65149681,33987977,155973
2000,Colorado,CO,8,42.39350901,50.75021477,4326921,103730
2000,Connecticut,CT,8,55.90962813,38.44360323,3411777,4845
2000,Delaware,DE,3,54.97772716,41.91628833,786373,1955
2000,District Of Columbia,DC,3,85.15508138,8.951727144,NA,NA
2000,Florida,FL,25,48.8378212,48.84682657,16047515,53997
2000,Georgia,GA,13,43.21099966,54.95956965,8227303,57919
2000,Hawaii,HI,4,55.79166791,37.4628687,1213519,6423
2000,Idaho,ID,4,27.63812884,67.17043948,1299430,82751
2000,Illinois,IL,22,54.59652121,42.58487997,12434161,55593
2000,Indiana,IN,12,41.01210293,56.6468816,6091866,35870
2000,Iowa,IA,7,47.19191558,46.88563822,2929067,55875
2000,Kansas,KS,6,37.23839226,58.04166325,2693681,81823
2000,Kentucky,KY,8,41.37818259,56.50648336,4049021,39732
2000,Louisiana,LA,9,44.87533245,52.55106317,4471885,43566
2000,Maine_full,ME_full,2,49.08601647,43.97185099,1277072,30865
2000,Maine_d1,ME_d1,1,51,43,1277072,30865
2000,Maine_d2,ME_d2,1,47,46,1277072,30865
2000,Maryland,MD,10,56.48830838,40.18478066,5311034,9775
2000,Massachusetts,MA,12,59.12612602,32.13290299,6361104,7838
2000,Michigan,MI,18,51.27979887,46.14621473,9952450,56539
2000,Minnesota,MN,10,47.90557206,45.50235065,4933692,79617
2000,Mississippi,MS,7,40.69810015,57.6195151,2848353,46914
2000,Missouri,MO,11,47.08427335,50.42281596,5607285,68898
2000,Montana,MT,3,33.36512679,58.43946022,903773,145556
2000,Nebraska_full,NE_full,2,33.25303901,62.24536203,1713820,76878
2000,Nebraska_d1,NE_d1,1,36,59,1713820,76878
2000,Nebraska_d2,NE_d2,1,39,57,1713820,76878
2000,Nebraska_d3,NE_d3,1,25,71,1713820,76878
2000,Nevada,NV,4,45.94126276,49.48508925,2018741,109806
2000,New Hampshire,NH,4,46.80317916,48.07030985,1239882,8969
2000,New Jersey,NJ,15,56.12560892,40.29124386,8430621,7419
2000,New Mexico,NM,5,47.90855405,47.8474119,1821204,121365
2000,New York,NY,33,56.63927048,32.44981656,19001780,47224
2000,North Carolina,NC,14,43.14567117,55.95775629,8081614,48718
2000,North Dakota,ND,3,33.0553397,60.65858126,642023,68994
2000,Ohio,OH,21,46.44042809,49.98647384,11363543,40953
2000,Oklahoma,OK,8,38.42690457,60.30785211,3454365,68679
2000,Oregon,OR,7,46.95994002,46.51892174,3429708,96003
2000,Pennsylvania,PA,23,50.60817131,46.43813293,12284173,44820
2000,Rhode Island,RI,4,60.98770019,31.91179921,1050268,1034
2000,South Carolina,SC,8,40.90152337,56.86038462,4024223,30111
2000,South Dakota,SD,3,37.56422539,60.29677268,755844,75898
2000,Tennessee,TN,11,47.28489472,51.14915318,5703719,41220
2000,Texas,TX,32,37.98195809,59.29859947,20944499,261914
2000,Utah,UT,5,26.34472218,66.83014295,2244502,82168
2000,Vermont,VT,3,50.63470922,40.6971608,609618,9249
2000,Virginia,VA,13,44.43561054,52.47372919,7105817,39598
2000,Washington,WA,11,50.15821532,44.57864795,5910512,66582
2000,West Virginia,WV,5,45.59266437,51.91521993,1807021,24087
2000,Wisconsin,WI,11,47.83281966,47.61316351,5373999,54314
2000,Wyoming,WY,3,28.29838204,69.22274314,494300,97105
2004,Alabama,AL,9,36.84440232,62.46068976,4530729,50750
2004,Alaska,AK,3,35.51686191,61.06532991,659286,570641
2004,Arizona,AZ,10,44.39683293,54.86943409,5652404,113642
2004,Arkansas,AR,6,44.54763045,54.30595908,2749686,52075
2004,California,CA,55,54.30555753,44.35769598,35574576,155973
2004,Colorado,CO,9,47.03784225,51.71109535,4575013,103730
2004,Connecticut,CT,7,54.31370897,43.94727791,3496094,4845
2004,Delaware,DE,3,53.3468376,45.75281857,830803,1955
2004,District Of Columbia,DC,3,89.18386896,9.339766066,NA,NA
2004,Florida,FL,27,47.09111003,52.09751623,17415318,53997
2004,Georgia,GA,15,41.37494605,57.97475677,8769252,57919
2004,Hawaii,HI,4,54.00955216,45.26459571,1273569,6423
2004,Idaho,ID,4,30.26491704,68.39094482,1391802,82751
2004,Illinois,IL,21,54.82316021,44.47862683,12589773,55593
2004,Indiana,IN,11,39.26297467,59.94476504,6233007,35870
2004,Iowa,IA,7,49.23313168,49.90065751,2953635,55875
2004,Kansas,KS,6,36.62309431,62.00398062,2734373,81823
2004,Kentucky,KY,8,39.68707298,59.54951383,4146101,39732
2004,Louisiana,LA,9,42.2158647,56.72202134,4552238,43566
2004,Maine_full,ME_full,2,53.57285569,44.57645744,1313688,30865
2004,Maine_d1,ME_d1,1,55,43,1313688,30865
2004,Maine_d2,ME_d2,1,52,46,1313688,30865
2004,Maryland,MD,10,55.97146761,42.97821778,5546935,9775
2004,Massachusetts,MA,12,61.6166602,36.58840187,6412281,7838
2004,Michigan,MI,17,51.23070673,47.81205856,10055315,56539
2004,Minnesota,MN,10,51.08968469,47.61353379,5087713,79617
2004,Mississippi,MS,6,40.16111259,59.01437415,2889010,46914
2004,Missouri,MO,11,46.10044652,53.29619194,5747741,68898
2004,Montana,MT,3,38.56502839,59.06814317,930009,145556
2004,Nebraska_full,NE_full,2,32.68216082,65.8986412,1749370,76878
2004,Nebraska_d1,NE_d1,1,36,63,1749370,76878
2004,Nebraska_d2,NE_d2,1,38,60,1749370,76878
2004,Nebraska_d3,NE_d3,1,24,75,1749370,76878
2004,Nevada,NV,5,47.87804052,50.46969155,2346222,109806
2004,New Hampshire,NH,4,50.20161082,48.83434298,1290121,8969
2004,New Jersey,NJ,15,52.92340901,46.23881168,8634561,7419
2004,New Mexico,NM,5,49.04667964,49.83842476,1903808,121365
2004,New York,NY,31,56.13058127,37.68652999,19171567,47224
2004,North Carolina,NC,15,43.58314622,56.01719734,8553152,48718
2004,North Dakota,ND,3,35.49881247,62.86133496,644705,68994
2004,Ohio,OH,20,48.70668524,50.81402434,11452251,40953
2004,Oklahoma,OK,7,34.42959834,65.57040166,3525233,68679
2004,Oregon,OR,7,51.34866304,47.19291674,3569463,96003
2004,Pennsylvania,PA,21,50.92380914,48.42366615,12410722,44820
2004,Rhode Island,RI,4,59.42342623,38.67143713,1074579,1034
2004,South Carolina,SC,8,40.90183594,57.98194968,4210921,30111
2004,South Dakota,SD,3,38.44364592,59.91113172,770396,75898
2004,Tennessee,TN,11,42.52529111,56.79908949,5910809,41220
2004,Texas,TX,34,38.22426046,61.08582277,22394023,261914
2004,Utah,UT,5,25.99564151,71.53594785,2401580,82168
2004,Vermont,VT,3,58.93746258,38.80131536,619920,9249
2004,Virginia,VA,13,45.5259176,53.73195657,7475575,39598
2004,Washington,WA,11,52.82114831,45.64028199,6178645,66582
2004,West Virginia,WV,5,43.2051411,56.07071787,1816438,24087
2004,Wisconsin,WI,10,49.69971708,49.31987146,5514026,54314
2004,Wyoming,WY,3,29.02309102,68.73956885,509106,97105
2008,Alabama,AL,9,38.74043429,60.31691303,4718206,50750
2008,Alaska,AK,3,37.8893736,59.42451954,687455,570641
2008,Arizona,AZ,10,45.11525087,53.63524782,6280362,113642
2008,Arkansas,AR,6,38.86465977,58.7159045,2874554,52075
2008,California,CA,55,61.01263835,36.95485883,36604337,155973
2008,Colorado,CO,9,53.66023684,44.70752211,4889730,103730
2008,Connecticut,CT,7,60.58882968,38.22146331,3545579,4845
2008,Delaware,DE,3,61.94266898,36.94703355,883874,1955
2008,District Of Columbia,DC,3,92.45710976,6.532557466,NA,NA
2008,Florida,FL,27,51.03330527,48.21531917,18527305,53997
2008,Georgia,GA,15,46.9901791,52.20451799,9504843,57919
2008,Hawaii,HI,4,71.45291012,26.43620194,1332213,6423
2008,Idaho,ID,4,36.09098763,61.51709147,1534320,82751
2008,Illinois,IL,21,61.91811452,36.78092254,12747038,55593
2008,Indiana,IN,11,49.94591164,48.91390718,6424806,35870
2008,Iowa,IA,7,53.92802007,44.39325936,3016734,55875
2008,Kansas,KS,6,41.65196719,56.61225434,2808076,81823
2008,Kentucky,KY,8,41.16811378,57.39902114,4289878,39732
2008,Louisiana,LA,9,39.9329138,58.56272131,4435586,43566
2008,Maine_full,ME_full,2,57.7057373,40.38401834,1330509,30865
2008,Maine_d1,ME_d1,1,61,38,1330509,30865
2008,Maine_d2,ME_d2,1,55,43,1330509,30865
2008,Maryland,MD,10,61.91934476,36.47451965,5684965,9775
