Year,Quarter,Gross.domestic.product,Gross.national.product,Disposable.personal.income,Personal.consumption.expenditures,Goods,Durable.goods,Nondurable.goods,Services,Population..midperiod..thousands.,month
2016,1,19568,19790.33333,14551.66667,13222.33333,12329,4002,8331,27341,323689,2
2016,1,19568,19790.33333,14551.66667,13222.33333,12329,4002,8331,27341,323689,3
2016,2,19595.66667,19817.66667,14496.66667,13264,12414,4028,8389,27381,324265,4
2016,2,19595.66667,19817.66667,14496.66667,13264,12414,4028,8389,27381,324265,5
2016,2,19595.66667,19817.66667,14496.66667,13264,12414,4028,8389,27381,324265,6
2016,3,19694.66667,19919.66667,14549,13329.33333,12521,4123,8399,27468,324926,7
2016,3,19694.66667,19919.66667,14549,13329.33333,12521,4123,8399,27468,324926,8
2016,3,19694.66667,19919.66667,14549,13329.33333,12521,4123,8399,27468,324926,9
2016,4,19765.33333,20046,14615,13372,12576,4180,8397,27540,325557,10
2016,4,19765.33333,20046,14615,13372,12576,4180,8397,27540,325557,11
2016,4,19765.33333,20046,14615,13372,12576,4180,8397,27540,325557,12
2017,1,19831.33333,20107,14744.33333,13454.33333,12670,4207,8463,27693,326053,1
2017,1,19831.33333,20107,14744.33333,13454.33333,12670,4207,8463,27693,326053,2
2017,1,19831.33333,20107,14744.33333,13454.33333,12670,4207,8463,27693,326053,3
2017,2,19912,20177.66667,14882.33333,13500.33333,12785,4254,8531,27715,326554,4
2017,2,19912,20177.66667,14882.33333,13500.33333,12785,4254,8531,27715,326554,5
2017,2,19912,20177.66667,14882.33333,13500.33333,12785,4254,8531,27715,326554,6
2017,3,20033,20342,14959.33333,13567.33333,12921,4356,8565,27781,327140,7
2017,3,20033,20342,14959.33333,13567.33333,12921,4356,8565,27781,327140,8
2017,3,20033,20342,14959.33333,13567.33333,12921,4356,8565,27781,327140,9
2017,4,20224.66667,20569,15026.66667,13692.66667,13170,4510,8661,27908,327692,10
2017,4,20224.66667,20569,15026.66667,13692.66667,13170,4510,8661,27908,327692,11
2017,4,20224.66667,20569,15026.66667,13692.66667,13170,4510,8661,27908,327692,12
2018,1,20364.33333,20693,15166,13775,13275,4563,8714,28051,328091,1
2018,1,20364.33333,20693,15166,13775,13275,4563,8714,28051,328091,2
2018,1,20364.33333,20693,15166,13775,13275,4563,8714,28051,328091,3
2018,2,20445.33333,20760.33333,15282,13830.33333,13289,4583,8708,28204,328526,4
2018,2,20445.33333,20760.33333,15282,13830.33333,13289,4583,8708,28204,328526,5
2018,2,20445.33333,20760.33333,15282,13830.33333,13289,4583,8708,28204,328526,6
2018,3,20540.66667,20819,15419,13872.33333,13329,4609,8722,28290,329040,7
2018,3,20540.66667,20819,15419,13872.33333,13329,4609,8722,28290,329040,8
2018,3,20540.66667,20819,15419,13872.33333,13329,4609,8722,28290,329040,9
2018,4,20539.66667,20822.66667,15543,13895.33333,13377,4610,8770,28311,329522,10
2018,4,20539.66667,20822.66667,15543,13895.33333,13377,4610,8770,28311,329522,11
2018,4,20539.66667,20822.66667,15543,13895.33333,13377,4610,8770,28311,329522,12
2019,1,20629.66667,20928.66667,15704.66667,13897,13393,4568,8824,28301,329868,1
2019,1,20629.66667,20928.66667,15704.66667,13897,13393,4568,8824,28301,329868,2
2019,1,20629.66667,20928.66667,15704.66667,13897,13393,4568,8824,28301,329868,3
2019,2,20777,21074.66667,15675.33333,13992.33333,13599,4679,8921,28385,330245,4
2019,2,20777,21074.66667,15675.33333,13992.33333,13599,4679,8921,28385,330245,5
2019,2,20777,21074.66667,15675.33333,13992.33333,13599,4679,8921,28385,330245,6
2019,3,20981.66667,21267,15760.33333,14114,13772,4779,8996,28578,330729,7
2019,3,20981.66667,21267,15760.33333,14114,13772,4779,8996,28578,330729,8
2019,3,20981.66667,21267,15760.33333,14114,13772,4779,8996,28578,330729,9
2019,4,21085.66667,21354,15828,14184.33333,13816,4839,8982,28741,331208,10
2019,4,21085.66667,21354,15828,14184.33333,13816,4839,8982,28741,331208,11
2019,4,21085.66667,21354,15828,14184.33333,13816,4839,8982,28741,331208,12
2020,1,20777.66667,21052.33333,15907.33333,13937.33333,13729,4620,9106,28092,331537,1
2020,1,20777.66667,21052.33333,15907.33333,13937.33333,13729,4620,9106,28092,331537,2
2020,1,20777.66667,21052.33333,15907.33333,13937.33333,13729,4620,9106,28092,331537,3
2020,2,19127.66667,19313.33333,17469.33333,12730.66667,13416,4615,8802,24841,331715,4
2020,2,19127.66667,19313.33333,17469.33333,12730.66667,13416,4615,8802,24841,331715,5
2020,2,19127.66667,19313.33333,17469.33333,12730.66667,13416,4615,8802,24841,331715,6
2020,3,20601,20821,16848,13854,14882,5490,9409,26769,331887,7
2020,3,20601,20821,16848,13854,14882,5490,9409,26769,331887,8
2020,3,20601,20821,16848,13854,14882,5490,9409,26769,331887,9
2020,4,20803.66667,20999,16508.33333,14036.66667,14992,5564,9446,27200,332060,10
2020,4,20803.66667,20999,16508.33333,14036.66667,14992,5564,9446,27200,332060,11
2020,4,20803.66667,20999,16508.33333,14036.66667,14992,5564,9446,27200,332060,12
2021,1,21074.66667,21304.66667,18454.66667,14339.66667,15577,5924,9677,27544,332005,1
2021,1,21074.66667,21304.66667,18454.66667,14339.66667,15577,5924,9677,27544,332005,2
2021,1,21074.66667,21304.66667,18454.66667,14339.66667,15577,5924,9677,27544,332005,3
2021,2,21384.33333,21556.66667,17015.66667,14797.33333,16112,6122,10013,28388,332166,4
2021,2,21384.33333,21556.66667,17015.66667,14797.33333,16112,6122,10013,28388,332166,5
2021,2,21384.33333,21556.66667,17015.66667,14797.33333,16112,6122,10013,28388,332166,6
2021,3,21537,21698.66667,16772.33333,14886.33333,15742,5727,10030,28996,332497,7
2021,3,21537,21698.66667,16772.33333,14886.33333,15742,5727,10030,28996,332497,8
2021,3,21537,21698.66667,16772.33333,14886.33333,15742,5727,10030,28996,332497,9
2021,4,21882.66667,22051.66667,16514.66667,15019.66667,15942,5874,10085,29200,332802,10
2021,4,21882.66667,22051.66667,16514.66667,15019.66667,15942,5874,10085,29200,332802,11
2021,4,21882.66667,22051.66667,16514.66667,15019.66667,15942,5874,10085,29200,332802,12
2022,1,21761.33333,21906.66667,16083.33333,15010.66667,15885,5893,10010,29229,332991,1
2022,1,21761.33333,21906.66667,16083.33333,15010.66667,15885,5893,10010,29229,332991,2
2022,1,21761.33333,21906.66667,16083.33333,15010.66667,15885,5893,10010,29229,332991,3
2022,2,21709,21897.33333,16010.33333,15069.66667,15857,5874,10001,29434,333320,4
2022,2,21709,21897.33333,16010.33333,15069.66667,15857,5874,10001,29434,333320,5
2022,2,21709,21897.33333,16010.33333,15069.66667,15857,5874,10001,29434,333320,6
2022,3,21823,22000.33333,16131,15108,15807,5879,9946,29597,333762,7
2022,3,21823,22000.33333,16131,15108,15807,5879,9946,29597,333762,8
2022,3,21823,22000.33333,16131,15108,15807,5879,9946,29597,333762,9
2022,4,21933,22103.66667,16197.33333,15132,15784,5857,9945,29689,334201,10
2022,4,21933,22103.66667,16197.33333,15132,15784,5857,9945,29689,334201,11
2022,4,21933,22103.66667,16197.33333,15132,15784,5857,9945,29689,334201,12
2023,1,22032,22179.66667,16602.33333,15257.33333,15965,6046,9947,29888,334547,1
2023,1,22032,22179.66667,16602.33333,15257.33333,15965,6046,9947,29888,334547,2
2023,1,22032,22179.66667,16602.33333,15257.33333,15965,6046,9947,29888,334547,3
2023,2,22119,22277.66667,16717,15270.33333,15965,6034,9959,29926,334934,4
2023,2,22119,22277.66667,16717,15270.33333,15965,6034,9959,29926,334934,5
2023,2,22119,22277.66667,16717,15270.33333,15965,6034,9959,29926,334934,6
2023,3,22350,22500.33333,16714.33333,15364.66667,16132,6123,10039,30047,335430,7
2023,3,22350,22500.33333,16714.33333,15364.66667,16132,6123,10039,30047,335430,8
2023,3,22350,22500.33333,16714.33333,15364.66667,16132,6123,10039,30047,335430,9
2023,4,22504.33333,22651.33333,16726.33333,15466.66667,16227,6162,10095,30257,335923,10
2023,4,22504.33333,22651.33333,16726.33333,15466.66667,16227,6162,10095,30257,335923,11
2023,4,22504.33333,22651.33333,16726.33333,15466.66667,16227,6162,10095,30257,335923,12
2024,1,22557.33333,22693,16762.33333,15504.66667,16116,6086,10057,30470,336308,1
2024,1,22557.33333,22693,16762.33333,15504.66667,16116,6086,10057,30470,336308,2
2024,1,22557.33333,22693,16762.33333,15504.66667,16116,6086,10057,30470,336308,3
2024,2,22696,22814.66667,16786.66667,15598,16217,6152,10095,30650,336692,4
2024,2,22696,22814.66667,16786.66667,15598,16217,6152,10095,30650,336692,5
2024,2,22696,22814.66667,16786.66667,15598,16217,6152,10095,30650,336692,6
