year,state,abbr,electors,d_pv,pop,area,d_pv_nat,d_2pv_nat,d_cand,r_cand,winner,incumb_party,d_incumb,r_incumb,d_prev_admin,r_prev_admin,d_hsa,r_hsa,d_rsa,r_rsa,d_2pv,state_winner,dem_hsa_advantage,rep_hsa_advantage,dem_rsa_advantage,rep_rsa_advantage,total_rep_electors,total_dem_electors
1964,Utah,UT,4,54.86448003,978000,82168,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,54.86448003,1,0,0,0,0,52,486
1968,Utah,UT,4,37.07450635,1029000,82168,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,39.62260333,0,0,0,0,0,320,218
1972,Utah,UT,4,26.39296433,1135449,82168,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,28.06766431,0,0,0,0,0,521,17
1976,Utah,UT,4,33.64817874,1274928,82168,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,35.01994162,0,0,0,0,0,241,297
1980,Utah,UT,4,20.56866484,1472595,82168,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,22.03481496,0,0,0,0,0,448,90
1984,Utah,UT,5,24.67521948,1622342,82168,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,24.87997899,0,0,0,0,0,525,13
1988,Utah,UT,5,32.04643528,1689372,82168,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,32.61212516,0,0,0,0,0,426,112
1992,Utah,UT,5,24.65450176,1821498,82168,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,36.24642089,0,0,0,0,0,168,370
1996,Utah,UT,5,33.29677643,2022253,82168,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,37.98051218,0,0,0,0,0,159,379
2000,Utah,UT,5,26.34472218,2244502,82168,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,28.27449457,0,0,0,0,0,271,267
2004,Utah,UT,5,25.99564151,2401580,82168,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,26.65356084,0,0,0,0,0,286,252
2008,Utah,UT,5,34.40574567,2663029,82168,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,35.47363863,0,0,0,0,0,173,365
2012,Utah,UT,6,24.74966583,2853375,82168,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,25.37381111,0,0,0,0,0,206,332
2016,Utah,UT,6,27.46126859,3041868,82168,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,37.61710165,0,0,0,0,0,306,232
2020,Utah,UT,6,37.64604858,3271616,82168,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,39.30639488,0,0,0,0,0,229,307
1952,Vermont,VT,3,28.23381546,375000,9249,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,28.32327271,0,0,0,0,0,442,89
1956,Vermont,VT,3,27.81380329,377000,9249,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,27.82089591,0,0,0,0,0,457,74
1960,Vermont,VT,3,41.34852143,389000,9249,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,41.35025132,0,0,0,0,0,220,317
1964,Vermont,VT,3,66.29938255,399000,9249,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,66.307514,1,0,0,0,0,52,486
1968,Vermont,VT,3,43.52742187,430000,9249,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,45.21001049,0,0,0,0,0,320,218
1972,Vermont,VT,3,36.46721513,463143,9249,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,36.78658342,0,0,0,0,0,521,17
1976,Vermont,VT,3,42.30405325,484928,9249,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,43.66136319,0,0,0,0,0,241,297
1980,Vermont,VT,3,38.42118341,512524,9249,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,46.41069204,0,0,0,0,0,448,90
1984,Vermont,VT,3,40.81241127,526660,9249,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,41.33508927,0,0,0,0,0,525,13
1988,Vermont,VT,3,47.57980997,549763,9249,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,48.21828692,0,0,0,0,0,426,112
1992,Vermont,VT,3,46.11375176,570115,9249,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,60.25420135,1,0,0,0,0,168,370
1996,Vermont,VT,3,53.35443356,586352,9249,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,63.18283038,1,0,0,0,0,159,379
2000,Vermont,VT,3,50.63470922,609618,9249,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,55.4403509,1,0,0,0,0,271,267
2004,Vermont,VT,3,58.93746258,619920,9249,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,60.30100214,1,0,0,0,0,286,252
2008,Vermont,VT,3,67.4556832,624151,9249,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,68.89918174,1,0,0,0,0,173,365
2012,Vermont,VT,3,66.5705503,626090,9249,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,68.24725882,1,0,0,0,0,206,332
2016,Vermont,VT,3,55.72274212,623657,9249,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,65.18642632,1,0,0,0,0,306,232
2020,Vermont,VT,3,65.45578055,643077,9249,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,68.29918655,1,0,0,0,0,229,307
1952,Virginia,VA,12,43.3567483,3504000,39598,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,43.49537164,0,0,0,0,0,442,89
1956,Virginia,VA,12,38.36224064,3722000,39598,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,40.92819071,0,0,0,0,0,457,74
1960,Virginia,VA,12,46.96707106,3986000,39598,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,47.2488681,0,0,0,0,0,220,317
1964,Virginia,VA,12,53.54079137,4357000,39598,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,53.68992045,1,0,0,0,0,52,486
1968,Virginia,VA,12,32.49283322,4558000,39598,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,42.83765176,0,0,0,0,0,320,218
1972,Virginia,VA,12,30.12225647,4824472,39598,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,30.74773361,0,0,0,0,0,521,17
1976,Virginia,VA,12,47.95821563,5121863,39598,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,49.31358114,0,0,0,0,0,241,297
1980,Virginia,VA,12,40.30874069,5368334,39598,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,43.18413947,0,0,0,0,0,448,90
1984,Virginia,VA,12,37.09293848,5643870,39598,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,37.32431206,0,0,0,0,0,525,13
1988,Virginia,VA,12,39.23140487,6036909,39598,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,39.64105394,0,0,0,0,0,426,112
1992,Virginia,VA,13,40.5860744,6383315,39598,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,47.44498707,0,0,0,0,0,168,370
1996,Virginia,VA,13,45.14777116,6665491,39598,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,48.93940549,0,0,0,0,0,159,379
2000,Virginia,VA,13,44.43561054,7105817,39598,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,45.85276369,0,0,0,0,0,271,267
2004,Virginia,VA,13,45.5259176,7475575,39598,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,45.86630328,0,0,0,0,0,286,252
2008,Virginia,VA,13,52.62946987,7833496,39598,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,53.1825844,1,0,0,0,0,173,365
2012,Virginia,VA,13,51.1564568,8185080,39598,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,51.96737669,1,0,0,0,0,206,332
2016,Virginia,VA,13,49.75135283,8410106,39598,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,52.82637628,1,0,0,0,0,306,232
2020,Virginia,VA,13,54.10951718,8631393,39598,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,55.154687,1,0,0,0,0,229,307
1952,Washington,WA,9,44.69406225,2448000,66582,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,45.13430993,0,0,0,0,0,442,89
1956,Washington,WA,9,45.44330513,2668000,66582,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,45.73966794,0,0,0,0,0,457,74
1960,Washington,WA,9,48.26929087,2855000,66582,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,48.78008679,0,0,0,0,0,220,317
1964,Washington,WA,9,61.96633284,2961000,66582,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,62.37815407,1,0,0,0,0,52,486
1968,Washington,WA,9,47.23192318,3270000,66582,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,51.14262872,1,0,0,0,0,320,218
1972,Washington,WA,9,38.63991292,3447885,66582,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,40.43732021,0,0,0,0,0,521,17
1976,Washington,WA,9,46.11426044,3693610,66582,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,47.97970643,0,0,0,0,0,241,297
1980,Washington,WA,9,37.31607203,4154678,66582,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,42.90465391,0,0,0,0,0,448,90
1984,Washington,WA,10,42.58081721,4343656,66582,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,43.15364898,0,0,0,0,0,525,13
1988,Washington,WA,10,50.0476879,4639893,66582,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,50.80771175,1,0,0,0,0,426,112
1992,Washington,WA,11,43.41022004,5139011,66582,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,57.59170107,1,0,0,0,0,168,370
1996,Washington,WA,11,49.84047205,5509963,66582,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,57.19465285,1,0,0,0,0,159,379
2000,Washington,WA,11,50.15821532,5910512,66582,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,52.94477101,1,0,0,0,0,271,267
2004,Washington,WA,11,52.82114831,6178645,66582,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,53.64653768,1,0,0,0,0,286,252
2008,Washington,WA,11,57.65289221,6562231,66582,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,58.7520268,1,0,0,0,0,173,365
2012,Washington,WA,12,56.1633983,6897058,66582,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,57.62829827,1,0,0,0,0,206,332
2016,Washington,WA,12,52.53868006,7294771,66582,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,58.7869312,1,0,0,0,0,306,232
2020,Washington,WA,12,57.97030114,7705281,66582,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,59.92550319,1,0,0,0,0,229,307
1952,West Virginia,WV,8,51.9236493,1957000,24087,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,51.9236493,1,0,0,0,0,442,89
1956,West Virginia,WV,8,45.92197451,1857000,24087,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,45.92197451,0,0,0,0,0,457,74
1960,West Virginia,WV,8,52.7328741,1853000,24087,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,52.7328741,1,0,0,0,0,220,317
1964,West Virginia,WV,7,67.93684662,1797000,24087,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,67.93684662,1,0,0,0,0,52,486
1968,West Virginia,WV,7,49.60063961,1763000,24087,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,54.88053917,1,0,0,0,0,320,218
1972,West Virginia,WV,6,36.38973818,1797648,24087,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,36.38973818,0,0,0,0,0,521,17
1976,West Virginia,WV,6,58.06951865,1879503,24087,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,58.06951865,1,0,0,0,0,241,297
1980,West Virginia,WV,6,49.81083481,1951349,24087,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,52.36978172,1,0,0,0,0,448,90
1984,West Virginia,WV,6,44.59783457,1927697,24087,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,44.72756568,0,0,0,0,0,525,13
1988,West Virginia,WV,6,52.19811085,1830215,24087,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,52.37689319,1,0,0,0,0,426,112
1992,West Virginia,WV,5,48.41482162,1805462,24087,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,57.76883809,1,0,0,0,0,168,370
1996,West Virginia,WV,5,51.5055958,1818983,24087,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,58.35466518,1,0,0,0,0,159,379
2000,West Virginia,WV,5,45.59266437,1807021,24087,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,46.75792598,0,0,0,0,0,271,267
2004,West Virginia,WV,5,43.2051411,1816438,24087,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,43.52028937,0,0,0,0,0,286,252
2008,West Virginia,WV,5,42.58975038,1840310,24087,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,43.32625623,0,0,0,0,0,173,365
2012,West Virginia,WV,5,35.53930416,1856872,24087,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,36.32570237,0,0,0,0,0,206,332
2016,West Virginia,WV,5,26.47692802,1831023,24087,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,27.83894775,0,0,0,0,0,306,232
2020,West Virginia,WV,5,29.69652124,1793716,24087,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,30.20146768,0,0,0,0,0,229,307
1952,Wisconsin,WI,12,38.70764043,3469000,54314,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,38.83935455,0,0,0,0,0,442,89
1956,Wisconsin,WI,12,37.84237674,3742000,54314,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,38.06197668,0,0,0,0,0,457,74
1960,Wisconsin,WI,12,48.04890688,3962000,54314,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,48.13526229,0,0,0,0,0,220,317
1964,Wisconsin,WI,12,62.08858534,4165000,54314,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,62.19504902,1,0,0,0,0,52,486
1968,Wisconsin,WI,12,44.26764282,4345000,54314,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,48.03717729,0,0,0,0,0,320,218
1972,Wisconsin,WI,11,43.72488383,4502412,54314,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,45.01957097,0,0,0,0,0,521,17
1976,Wisconsin,WI,11,49.50336357,4595904,54314,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,50.86164367,1,0,0,0,0,241,297
1980,Wisconsin,WI,11,43.18031551,4712045,54314,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,47.40969142,0,0,0,0,0,448,90
1984,Wisconsin,WI,11,45.02170061,4735563,54314,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,45.37798429,0,0,0,0,0,525,13
1988,Wisconsin,WI,11,51.41403025,4822388,54314,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,51.8234663,1,0,0,0,0,426,112
1992,Wisconsin,WI,11,41.13155574,5004636,54314,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,52.7945085,1,0,0,0,0,168,370
1996,Wisconsin,WI,11,48.81095216,5173828,54314,49.06674998,54.80402403,"Clinton, Bill","Dole, Robert",1,1,1,0,0,0,Arkansas,Kansas,Arkansas,Kansas,55.91919666,1,0,0,0,0,159,379
2000,Wisconsin,WI,11,47.83281966,5373999,54314,48.14325143,50.25952345,"Gore, Al","Bush, George W.",0,1,0,0,1,0,District Of Columbia,Connecticut,Tennessee,Texas,50.1150683,1,0,0,0,0,271,267
2004,Wisconsin,WI,10,49.69971708,5514026,54314,48.0664567,48.73068404,"Kerry, John","Bush, George W.",0,0,0,1,0,0,Colorado,Connecticut,Massachusetts,Texas,50.19180327,1,0,0,0,0,286,252
2008,Wisconsin,WI,10,56.21778652,5640996,54314,52.76155846,53.77076728,"Obama, Barack H.","McCain, John",1,0,0,0,0,0,Hawaii,Arizona,Illinois,Arizona,57.05567825,1,0,0,0,0,173,365
2012,Wisconsin,WI,10,52.77616254,5719960,54314,50.87488268,51.91525804,"Obama, Barack H.","Romney, Mitt",1,1,1,0,1,0,Hawaii,Michigan,Illinois,Massachusetts,53.46342999,1,0,0,0,0,206,332
2016,Wisconsin,WI,10,46.45384137,5772628,54314,47.05731122,51.16249044,"Clinton, Hillary","Trump, Donald J.",0,1,0,0,1,0,Illinois,New York,New York,New York,49.59201096,0,0,0,0,0,306,232
2020,Wisconsin,WI,10,49.44953686,5893718,54314,51.31570891,52.26985906,"Biden, Joseph R.","Trump, Donald J.",1,0,0,1,0,1,Pennsylvania,New York,Delaware,Florida,50.31906327,1,0,0,0,0,229,307
1952,Wyoming,WY,3,37.08597999,293000,97105,44.37787914,44.71055631,"Stevenson, Adlai","Eisenhower, Dwight",0,1,0,0,0,0,California,Kansas,Illinois,New York,37.16361324,0,0,0,0,0,442,89
1956,Wyoming,WY,3,39.92201536,312000,97105,41.95397262,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,0,1,1,0,0,California,Kansas,Illinois,New York,39.92201536,0,0,0,0,0,457,74
1960,Wyoming,WY,3,44.98515435,331000,97105,49.72053533,50.08675949,"Kennedy, John F.","Nixon, Richard M.",1,0,0,0,0,1,Massachusetts,California,Massachusetts,California,44.98515435,0,0,0,0,0,220,317
1964,Wyoming,WY,3,56.55847978,339000,97105,61.05147582,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,1,1,0,1,0,Texas,Arizona,Texas,Arizona,56.55847978,1,0,0,0,0,52,486
1968,Wyoming,WY,3,35.51196887,324000,97105,42.71870649,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,1,0,0,0,1,South Dakota,California,Minnesota,New York,38.9086994,0,0,0,0,0,320,218
1972,Wyoming,WY,3,30.4719379,347345,97105,37.53335786,38.21099117,"McGovern, George","Nixon, Richard M.",0,0,0,1,0,1,South Dakota,California,South Dakota,New York,30.62932428,0,0,0,0,0,521,17
1976,Wyoming,WY,3,39.80926553,396952,97105,49.85266664,51.13734917,"Carter, Jimmy","Ford, Gerald",1,0,0,1,0,1,Georgia,Nebraska,Georgia,Michigan,40.1655954,0,0,0,0,0,241,297
1980,Wyoming,WY,3,27.97021159,474185,97105,41.01993031,44.84244123,"Carter, Jimmy","Reagan, Ronald",0,1,1,0,0,0,Georgia,Illinois,Georgia,California,30.86737402,0,0,0,0,0,448,90
1984,Wyoming,WY,3,28.2428771,504896,97105,40.41861657,40.87664881,"Mondale, Walter","Reagan, Ronald",0,0,0,1,1,0,Minnesota,Illinois,Minnesota,California,28.59960024,0,0,0,0,0,525,13
1988,Wyoming,WY,3,38.01337857,465101,97105,45.54877735,46.16754471,"Dukakis, Michael","Bush, George H.W.",0,0,0,0,0,1,Massachusetts,Massachusetts,Massachusetts,Texas,38.57512358,0,0,0,0,0,426,112
1992,Wyoming,WY,3,34.09977787,463491,97105,42.88416955,53.62069584,"Clinton, Bill","Bush, George H.W.",1,0,0,1,0,1,Arkansas,Massachusetts,Arkansas,Texas,46.20797657,0,0,0,0,0,168,370
