year,month,month_index,election_cycle,election_year,jobs,pce,rdpi,cpi,ics,sp500,unemp
1940,12,-47,1,1944,34174,NA,NA,NA,NA,10.74333333,NA
1941,1,-46,1,1944,34481,NA,NA,NA,NA,9.983333333,NA
1941,2,-45,1,1944,34843,NA,NA,NA,NA,9.983333333,NA
1941,3,-44,1,1944,35092,NA,NA,NA,NA,9.983333333,NA
1941,4,-43,1,1944,35468,NA,NA,NA,NA,9.513333333,NA
1941,5,-42,1,1944,36182,NA,NA,NA,NA,9.513333333,NA
1941,6,-41,1,1944,36650,NA,NA,NA,NA,9.513333333,NA
1941,7,-40,1,1944,37137,NA,NA,NA,NA,10.29,NA
1941,8,-39,1,1944,37544,NA,NA,NA,NA,10.29,NA
1941,9,-38,1,1944,37835,NA,NA,NA,NA,10.29,NA
1941,10,-37,1,1944,37949,NA,NA,NA,NA,9.103333333,NA
1941,11,-36,1,1944,38024,NA,NA,NA,NA,9.103333333,NA
1941,12,-35,1,1944,38104,NA,NA,NA,NA,9.103333333,NA
1942,1,-34,1,1944,38347,NA,NA,NA,NA,8.483333333,NA
1942,2,-33,1,1944,38512,NA,NA,NA,NA,8.483333333,NA
1942,3,-32,1,1944,38935,NA,NA,NA,NA,8.483333333,NA
1942,4,-31,1,1944,39352,NA,NA,NA,NA,8.036666667,NA
1942,5,-30,1,1944,39771,NA,NA,NA,NA,8.036666667,NA
1942,6,-29,1,1944,40029,NA,NA,NA,NA,8.036666667,NA
1942,7,-28,1,1944,40472,NA,NA,NA,NA,8.676666667,NA
1942,8,-27,1,1944,40988,NA,NA,NA,NA,8.676666667,NA
1942,9,-26,1,1944,41259,NA,NA,NA,NA,8.676666667,NA
1942,10,-25,1,1944,41515,NA,NA,NA,NA,9.473333333,NA
1942,11,-24,1,1944,41674,NA,NA,NA,NA,9.473333333,NA
1942,12,-23,1,1944,41915,NA,NA,NA,NA,9.473333333,NA
1943,1,-22,1,1944,42172,NA,NA,NA,NA,10.99666667,NA
1943,2,-21,1,1944,42393,NA,NA,NA,NA,10.99666667,NA
1943,3,-20,1,1944,42552,NA,NA,NA,NA,10.99666667,NA
1943,4,-19,1,1944,42647,NA,NA,NA,NA,11.99666667,NA
1943,5,-18,1,1944,42596,NA,NA,NA,NA,11.99666667,NA
1943,6,-17,1,1944,42781,NA,NA,NA,NA,11.99666667,NA
1943,7,-16,1,1944,42700,NA,NA,NA,NA,11.91,NA
1943,8,-15,1,1944,42546,NA,NA,NA,NA,11.91,NA
1943,9,-14,1,1944,42492,NA,NA,NA,NA,11.91,NA
1943,10,-13,1,1944,42675,NA,NA,NA,NA,11.53333333,NA
1943,11,-12,1,1944,42821,NA,NA,NA,NA,11.53333333,NA
1943,12,-11,1,1944,42746,NA,NA,NA,NA,11.53333333,NA
1944,1,-10,1,1944,42654,NA,NA,NA,NA,11.89666667,NA
1944,2,-9,1,1944,42538,NA,NA,NA,NA,11.89666667,NA
1944,3,-8,1,1944,42294,NA,NA,NA,NA,11.89666667,NA
1944,4,-7,1,1944,42063,NA,NA,NA,NA,12.4,NA
1944,5,-6,1,1944,41985,NA,NA,NA,NA,12.4,NA
1944,6,-5,1,1944,41947,NA,NA,NA,NA,12.4,NA
1944,7,-4,1,1944,41904,NA,NA,NA,NA,12.75666667,NA
1944,8,-3,1,1944,41850,NA,NA,NA,NA,12.75666667,NA
1944,9,-2,1,1944,41679,NA,NA,NA,NA,12.75666667,NA
1944,10,-1,1,1944,41708,NA,NA,NA,NA,12.96333333,NA
1944,11,0,2,1944,41711,NA,NA,NA,NA,12.96333333,NA
1944,12,-47,2,1948,41860,NA,NA,NA,NA,12.96333333,NA
1945,1,-46,2,1948,41895,NA,NA,NA,NA,13.79333333,NA
1945,2,-45,2,1948,41897,NA,NA,NA,NA,13.79333333,NA
1945,3,-44,2,1948,41798,NA,NA,NA,NA,13.79333333,NA
1945,4,-43,2,1948,41446,NA,NA,NA,NA,14.90666667,NA
1945,5,-42,2,1948,41304,NA,NA,NA,NA,14.90666667,NA
1945,6,-41,2,1948,41149,NA,NA,NA,NA,14.90666667,NA
1945,7,-40,2,1948,40874,NA,NA,NA,NA,15.40666633,NA
1945,8,-39,2,1948,40466,NA,NA,NA,NA,15.40666633,NA
1945,9,-38,2,1948,38507,NA,NA,NA,NA,15.40666633,NA
1945,10,-37,2,1948,38600,NA,NA,NA,NA,17.06666733,NA
1945,11,-36,2,1948,38996,NA,NA,NA,NA,17.06666733,NA
1945,12,-35,2,1948,39110,NA,NA,NA,NA,17.06666733,NA
1946,1,-34,2,1948,39829,NA,NA,NA,NA,17.963334,NA
1946,2,-33,2,1948,39244,NA,NA,NA,NA,17.963334,NA
1946,3,-32,2,1948,40195,NA,NA,NA,NA,17.963334,NA
1946,4,-31,2,1948,40913,NA,NA,NA,NA,18.79,NA
1946,5,-30,2,1948,41349,NA,NA,NA,NA,18.79,NA
1946,6,-29,2,1948,41735,NA,NA,NA,NA,18.79,NA
1946,7,-28,2,1948,42153,NA,NA,NA,NA,16.523333,NA
1946,8,-27,2,1948,42642,NA,NA,NA,NA,16.523333,NA
1946,9,-26,2,1948,42915,NA,NA,NA,NA,16.523333,NA
1946,10,-25,2,1948,43093,NA,NA,NA,NA,14.94,NA
1946,11,-24,2,1948,43395,NA,NA,NA,NA,14.94,NA
1946,12,-23,2,1948,43379,NA,NA,NA,NA,14.94,NA
1947,1,-22,2,1948,43535,NA,NA,21.48,NA,15.42,NA
1947,2,-21,2,1948,43557,NA,NA,21.62,NA,15.42,NA
1947,3,-20,2,1948,43607,NA,NA,22,NA,15.42,NA
1947,4,-19,2,1948,43499,NA,NA,22,NA,14.74666667,NA
1947,5,-18,2,1948,43638,NA,NA,21.95,NA,14.74666667,NA
1947,6,-17,2,1948,43810,NA,NA,22.08,NA,14.74666667,NA
1947,7,-16,2,1948,43743,NA,NA,22.23,NA,15.39666667,NA
1947,8,-15,2,1948,43960,NA,NA,22.4,NA,15.39666667,NA
1947,9,-14,2,1948,44203,NA,NA,22.84,NA,15.39666667,NA
1947,10,-13,2,1948,44411,NA,NA,22.91,NA,15.23666667,NA
1947,11,-12,2,1948,44484,NA,NA,23.06,NA,15.23666667,NA
1947,12,-11,2,1948,44581,NA,NA,23.41,NA,15.23666667,NA
1948,1,-10,2,1948,44679,NA,NA,23.68,NA,14.56333333,3.4
1948,2,-9,2,1948,44533,NA,NA,23.67,NA,14.56333333,3.8
1948,3,-8,2,1948,44683,NA,NA,23.5,NA,14.56333333,4
1948,4,-7,2,1948,44379,NA,NA,23.82,NA,16.30333367,3.9
1948,5,-6,2,1948,44796,NA,NA,24.01,NA,16.30333367,3.5
1948,6,-5,2,1948,45034,NA,NA,24.15,NA,16.30333367,3.6
1948,7,-4,2,1948,45160,NA,NA,24.4,NA,15.77,3.6
1948,8,-3,2,1948,45178,NA,NA,24.43,NA,15.77,3.9
1948,9,-2,2,1948,45294,NA,NA,24.36,NA,15.77,3.8
1948,10,-1,2,1948,45245,NA,NA,24.31,NA,15.48333333,3.7
1948,11,0,3,1948,45192,NA,NA,24.16,NA,15.48333333,3.8
1948,12,-47,3,1952,45032,NA,NA,24.05,NA,15.48333333,4
1949,1,-46,3,1952,44668,NA,NA,24.01,NA,14.96666667,4.3
1949,2,-45,3,1952,44497,NA,NA,23.91,NA,14.96666667,4.7
1949,3,-44,3,1952,44240,NA,NA,23.91,NA,14.96666667,5
1949,4,-43,3,1952,44236,NA,NA,23.92,NA,14.35333333,5.3
1949,5,-42,3,1952,43984,NA,NA,23.91,NA,14.35333333,6.1
1949,6,-41,3,1952,43739,NA,NA,23.92,NA,14.35333333,6.2
1949,7,-40,3,1952,43531,NA,NA,23.7,NA,15.28,6.7
1949,8,-39,3,1952,43624,NA,NA,23.7,NA,15.28,6.8
1949,9,-38,3,1952,43780,NA,NA,23.75,NA,15.28,6.6
1949,10,-37,3,1952,42942,NA,NA,23.67,NA,16.296667,7.9
1949,11,-36,3,1952,43242,NA,NA,23.7,NA,16.296667,6.4
1949,12,-35,3,1952,43522,NA,NA,23.61,NA,16.296667,6.6
1950,1,-34,3,1952,43526,NA,NA,23.51,NA,17.18666633,6.5
1950,2,-33,3,1952,43297,NA,NA,23.61,NA,17.18666633,6.4
1950,3,-32,3,1952,43954,NA,NA,23.64,NA,17.18666633,6.3
1950,4,-31,3,1952,44382,NA,NA,23.65,NA,18.18000067,5.8
1950,5,-30,3,1952,44718,NA,NA,23.77,NA,18.18000067,5.5
1950,6,-29,3,1952,45083,NA,NA,23.88,NA,18.18000067,5.4
1950,7,-28,3,1952,45454,NA,NA,24.07,NA,18.57000033,5
1950,8,-27,3,1952,46192,NA,NA,24.2,NA,18.57000033,4.5
1950,9,-26,3,1952,46438,NA,NA,24.34,NA,18.57000033,4.4
1950,10,-25,3,1952,46706,NA,NA,24.5,NA,19.816667,4.2
1950,11,-24,3,1952,46776,NA,NA,24.6,NA,19.816667,4.2
1950,12,-23,3,1952,46861,NA,NA,24.98,NA,19.816667,4.3
1951,1,-22,3,1952,47288,NA,NA,25.38,NA,21.61999967,3.7
1951,2,-21,3,1952,47577,NA,NA,25.83,NA,21.61999967,3.4
1951,3,-20,3,1952,47873,NA,NA,25.88,NA,21.61999967,3.4
1951,4,-19,3,1952,47861,NA,NA,25.92,NA,21.63666633,3.1
1951,5,-18,3,1952,47952,NA,NA,25.99,NA,21.63666633,3
1951,6,-17,3,1952,48064,NA,NA,25.93,NA,21.63666633,3.2
1951,7,-16,3,1952,48061,NA,NA,25.91,NA,22.98000033,3.1
1951,8,-15,3,1952,48012,NA,NA,25.86,NA,22.98000033,3.1
1951,9,-14,3,1952,47954,NA,NA,26.03,NA,22.98000033,3.3
1951,10,-13,3,1952,48006,NA,NA,26.16,NA,23.19666667,3.5
1951,11,-12,3,1952,48147,NA,NA,26.32,NA,23.19666667,3.5
1951,12,-11,3,1952,48314,NA,NA,26.47,NA,23.19666667,3.1
1952,1,-10,3,1952,48296,NA,NA,26.45,86.2,23.92333333,3.2
1952,2,-9,3,1952,48522,NA,NA,26.41,86.2,23.92333333,3.1
1952,3,-8,3,1952,48504,NA,NA,26.39,86.2,23.92333333,2.9
1952,4,-7,3,1952,48620,NA,NA,26.46,86.2,24.04666667,2.9
1952,5,-6,3,1952,48642,NA,NA,26.47,86.2,24.04666667,3
1952,6,-5,3,1952,48282,NA,NA,26.53,86.2,24.04666667,3
1952,7,-4,3,1952,48143,NA,NA,26.68,86.2,24.99000067,3.2
1952,8,-3,3,1952,48924,NA,NA,26.69,86.2,24.99000067,3.4
1952,9,-2,3,1952,49320,NA,NA,26.63,86.2,24.99000067,3.1
1952,10,-1,3,1952,49597,NA,NA,26.69,86.2,25.58333333,3
1952,11,0,4,1952,49816,NA,NA,26.69,86.2,25.58333333,2.8
1952,12,-47,4,1956,50166,NA,NA,26.71,86.2,25.58333333,2.7
1953,1,-46,4,1956,50144,NA,NA,26.64,90.7,25.85666667,2.9
1953,2,-45,4,1956,50339,NA,NA,26.59,90.7,25.85666667,2.6
1953,3,-44,4,1956,50473,NA,NA,26.63,90.7,25.85666667,2.6
1953,4,-43,4,1956,50435,NA,NA,26.69,90.7,24.43333367,2.7
1953,5,-42,4,1956,50490,NA,NA,26.7,90.7,24.43333367,2.5
1953,6,-41,4,1956,50519,NA,NA,26.77,90.7,24.43333367,2.5
1953,7,-40,4,1956,50536,NA,NA,26.79,90.7,23.80666667,2.6
1953,8,-39,4,1956,50489,NA,NA,26.85,80.8,23.80666667,2.7
1953,9,-38,4,1956,50368,NA,NA,26.89,80.8,23.80666667,2.9
1953,10,-37,4,1956,50240,NA,NA,26.95,80.8,24.70333333,3.1
1953,11,-36,4,1956,49908,NA,NA,26.85,80.7,24.70333333,3.5
1953,12,-35,4,1956,49703,NA,NA,26.87,80.7,24.70333333,4.5
1954,1,-34,4,1956,49469,NA,NA,26.94,82,26.39000033,4.9
1954,2,-33,4,1956,49382,NA,NA,26.99,82,26.39000033,5.2
1954,3,-32,4,1956,49157,NA,NA,26.93,82,26.39000033,5.7
1954,4,-31,4,1956,49179,NA,NA,26.86,82,28.88666667,5.9
1954,5,-30,4,1956,48965,NA,NA,26.93,82.9,28.88666667,5.9
1954,6,-29,4,1956,48895,NA,NA,26.94,82.9,28.88666667,5.6
1954,7,-28,4,1956,48835,NA,NA,26.86,82.9,31.00666667,5.8
1954,8,-27,4,1956,48826,NA,NA,26.85,82.9,31.00666667,6
1954,9,-26,4,1956,48886,NA,NA,26.81,82.9,31.00666667,6.1
1954,10,-25,4,1956,48942,NA,NA,26.72,82.9,33.96666733,5.7
1954,11,-24,4,1956,49180,NA,NA,26.78,87,33.96666733,5.3
1954,12,-23,4,1956,49331,NA,NA,26.77,87,33.96666733,5
1955,1,-22,4,1956,49496,NA,NA,26.77,95.9,36.656667,4.9
1955,2,-21,4,1956,49644,NA,NA,26.82,95.9,36.656667,4.7
1955,3,-20,4,1956,49962,NA,NA,26.79,95.9,36.656667,4.6
1955,4,-19,4,1956,50248,NA,NA,26.79,95.9,38.966666,4.7
1955,5,-18,4,1956,50512,NA,NA,26.77,99.1,38.966666,4.3
1955,6,-17,4,1956,50790,NA,NA,26.71,99.1,38.966666,4.2
1955,7,-16,4,1956,50987,NA,NA,26.76,99.1,43.456666,4
1955,8,-15,4,1956,51111,NA,NA,26.72,99.1,43.456666,4.2
1955,9,-14,4,1956,51266,NA,NA,26.85,99.1,43.456666,4.1
1955,10,-13,4,1956,51429,NA,NA,26.82,99.1,44.44333267,4.3
1955,11,-12,4,1956,51592,NA,NA,26.88,99.7,44.44333267,4.2
1955,12,-11,4,1956,51805,NA,NA,26.87,99.7,44.44333267,4.2
1956,1,-10,4,1956,51975,NA,NA,26.83,98.2,45.88,4
1956,2,-9,4,1956,52167,NA,NA,26.86,98.2,45.88,3.9
1956,3,-8,4,1956,52294,NA,NA,26.89,98.2,45.88,4.2
1956,4,-7,4,1956,52375,NA,NA,26.93,98.2,46.850001,4
1956,5,-6,4,1956,52506,NA,NA,27.03,98.2,46.850001,4.3
1956,6,-5,4,1956,52586,NA,NA,27.15,98.2,46.850001,4.3
1956,7,-4,4,1956,51955,NA,NA,27.29,98.2,47.416665,4.4
1956,8,-3,4,1956,52631,NA,NA,27.31,99.9,47.416665,4.1
1956,9,-2,4,1956,52604,NA,NA,27.35,99.9,47.416665,3.9
1956,10,-1,4,1956,52777,NA,NA,27.51,99.9,45.77666733,3.9
1956,11,0,5,1956,52821,NA,NA,27.51,100.2,45.77666733,4.3
1956,12,-47,5,1960,52929,NA,NA,27.63,100.2,45.77666733,4.2
1957,1,-46,5,1960,52887,NA,NA,27.67,92.9,44.03,4.2
1957,2,-45,5,1960,53097,NA,NA,27.8,92.9,44.03,3.9
1957,3,-44,5,1960,53156,NA,NA,27.86,92.9,44.03,3.7
1957,4,-43,5,1960,53238,NA,NA,27.93,92.9,46.846667,3.9
1957,5,-42,5,1960,53150,NA,NA,28,92.9,46.846667,4.1
1957,6,-41,5,1960,53067,NA,NA,28.11,92.9,46.846667,4.3
1957,7,-40,5,1960,53123,NA,NA,28.19,92.9,45.183333,4.2
1957,8,-39,5,1960,53128,NA,NA,28.28,92.9,45.183333,4.1
1957,9,-38,5,1960,52934,NA,NA,28.32,92.9,45.183333,4.4
1957,10,-37,5,1960,52763,NA,NA,28.32,92.9,40.92333467,4.5
1957,11,-36,5,1960,52558,NA,NA,28.41,83.7,40.92333467,5.1
1957,12,-35,5,1960,52384,NA,NA,28.47,83.7,40.92333467,5.2
1958,1,-34,5,1960,52076,NA,NA,28.64,78.5,41.54666633,5.8
1958,2,-33,5,1960,51576,NA,NA,28.7,78.5,41.54666633,6.4
1958,3,-32,5,1960,51299,NA,NA,28.87,78.5,41.54666633,6.7
1958,4,-31,5,1960,51027,NA,NA,28.94,78.5,44.256667,7.4
1958,5,-30,5,1960,50914,NA,NA,28.94,80.9,44.256667,7.4
1958,6,-29,5,1960,50914,NA,NA,28.91,80.9,44.256667,7.3
1958,7,-28,5,1960,51039,NA,NA,28.89,80.9,48.33333333,7.5
1958,8,-27,5,1960,51233,NA,NA,28.94,80.9,48.33333333,7.4
1958,9,-26,5,1960,51506,NA,NA,28.91,80.9,48.33333333,7.1
1958,10,-25,5,1960,51485,NA,NA,28.91,80.9,53.006667,6.7
1958,11,-24,5,1960,51944,NA,NA,28.95,90.8,53.006667,6.2
1958,12,-23,5,1960,52085,NA,NA,28.97,90.8,53.006667,6.2
1959,1,-22,5,1960,52478,306.1,2318.4,29.01,95.3,55.43333333,6
1959,2,-21,5,1960,52688,309.6,2325.4,29,95.3,55.43333333,5.9
1959,3,-20,5,1960,53014,312.7,2338.7,28.97,95.3,55.43333333,5.6
1959,4,-19,5,1960,53321,312.2,2353.8,28.98,95.3,58.246667,5.2
1959,5,-18,5,1960,53550,316.1,2366.6,29.04,95.3,58.246667,5.1
1959,6,-17,5,1960,53681,318.2,2374.5,29.11,95.3,58.246667,5
1959,7,-16,5,1960,53804,317.8,2370.8,29.15,95.3,58.99666567,5.1
1959,8,-15,5,1960,53336,320.2,2356.8,29.18,95.3,58.99666567,5.2
1959,9,-14,5,1960,53428,324.2,2357.8,29.25,95.3,58.99666567,5.5
1959,10,-13,5,1960,53358,322.8,2359.5,29.35,95.3,58.56333267,5.7
1959,11,-12,5,1960,53634,322.9,2376.6,29.35,93.8,58.56333267,5.8
1959,12,-11,5,1960,54174,322.9,2399.7,29.41,93.8,58.56333267,5.3
1960,1,-10,5,1960,54274,323.6,2404.9,29.37,100,55.69,5.2
1960,2,-9,5,1960,54513,325.3,2405.3,29.41,100,55.69,4.8
1960,3,-8,5,1960,54454,330.2,2408.1,29.41,100,55.69,5.4
1960,4,-7,5,1960,54813,336.5,2417.3,29.54,100,55.70666633,5.2
1960,5,-6,5,1960,54475,330,2422.6,29.57,93.3,55.70666633,5.1
1960,6,-5,5,1960,54348,330.1,2424.9,29.61,93.3,55.70666633,5.4
1960,7,-4,5,1960,54306,331.4,2428.8,29.55,93.3,55.329999,5.5
1960,8,-3,5,1960,54272,331.6,2423.3,29.61,97.2,55.329999,5.6
1960,9,-2,5,1960,54227,333.4,2426.7,29.61,97.2,55.329999,5.5
1960,10,-1,5,1960,54142,335.4,2435.6,29.75,97.2,55.68000033,6.1
1960,11,0,6,1960,53961,335.4,2425.5,29.78,90.1,55.68000033,6.1
1960,12,-47,6,1964,53742,331.3,2414.6,29.81,90.1,55.68000033,6.6
1961,1,-46,6,1964,53683,332.2,2437.9,29.84,91.6,63.42666533,6.6
1961,2,-45,6,1964,53557,333.7,2448.1,29.84,91.6,63.42666533,6.9
1961,3,-44,6,1964,53659,337.7,2458.4,29.84,91.6,63.42666533,6.9
1961,4,-43,6,1964,53627,337.6,2463.4,29.81,91.6,65.50333167,7
1961,5,-42,6,1964,53786,339.9,2483.5,29.84,92.5,65.50333167,7.1
1961,6,-41,6,1964,53977,340.9,2509.1,29.84,92.5,65.50333167,6.9
1961,7,-40,6,1964,54123,340.6,2517.6,29.92,92.5,67.18666833,7
1961,8,-39,6,1964,54298,342.1,2517.7,29.94,99.2,67.18666833,6.6
1961,9,-38,6,1964,54388,344.4,2519.9,29.98,99.2,67.18666833,6.7
1961,10,-37,6,1964,54522,346.5,2546.6,29.98,99.2,70.49666867,6.5
1961,11,-36,6,1964,54742,349.9,2570.1,29.98,93,70.49666867,6.1
1961,12,-35,6,1964,54872,352.4,2585.8,30.01,93,70.49666867,6
1962,1,-34,6,1964,54891,353.2,2579.4,30.04,99.9,69.44999933,5.8
1962,2,-33,6,1964,55188,354,2590.9,30.11,99.9,69.44999933,5.5
1962,3,-32,6,1964,55275,357.4,2608.1,30.17,99.9,69.44999933,5.6
1962,4,-31,6,1964,55602,359,2619.6,30.21,99.9,59.873333,5.6
1962,5,-30,6,1964,55628,362,2621.1,30.24,95.4,59.873333,5.5
1962,6,-29,6,1964,55644,360.4,2621.6,30.21,95.4,59.873333,5.5
1962,7,-28,6,1964,55746,361.4,2633,30.22,95.4,57.873333,5.4
1962,8,-27,6,1964,55838,362.9,2635.5,30.28,91.6,57.873333,5.7
1962,9,-26,6,1964,55978,368.8,2636.3,30.42,91.6,57.873333,5.6
1962,10,-25,6,1964,56041,366.5,2649.3,30.38,91.6,60.62666533,5.4
1962,11,-24,6,1964,56056,371.7,2656.5,30.38,95,60.62666533,5.7
1962,12,-23,6,1964,56028,373.6,2669,30.38,95,60.62666533,5.5
1963,1,-22,6,1964,56115,374.4,2688.2,30.44,98.4,65.686666,5.7
1963,2,-21,6,1964,56230,373.4,2672.3,30.48,98.4,65.686666,5.9
1963,3,-20,6,1964,56320,375,2683.6,30.51,98.4,65.686666,5.7
1963,4,-19,6,1964,56580,376.4,2694.6,30.48,98.4,69.990003,5.7
1963,5,-18,6,1964,56616,377.2,2705,30.51,91.7,69.990003,5.9
1963,6,-17,6,1964,56659,381.7,2718.6,30.61,91.7,69.990003,5.6
1963,7,-16,6,1964,56794,384.4,2721.6,30.69,91.7,71.109998,5.6
1963,8,-15,6,1964,56910,386.3,2732.5,30.75,96.4,71.109998,5.4
1963,9,-14,6,1964,57078,385.5,2752.9,30.72,96.4,71.109998,5.5
1963,10,-13,6,1964,57283,386,2768.9,30.75,96.4,74.08666733,5.5
1963,11,-12,6,1964,57255,389.4,2774.7,30.78,94.4,74.08666733,5.7
1963,12,-11,6,1964,57361,394.7,2797.1,30.88,94.4,74.08666733,5.5
1964,1,-10,6,1964,57487,396.8,2806.4,30.94,99.5,77.94000233,5.6
1964,2,-9,6,1964,57753,400.2,2815.3,30.91,99.5,77.94000233,5.4
1964,3,-8,6,1964,57897,401.8,2882.1,30.94,99.5,77.94000233,5.4
1964,4,-7,6,1964,57922,402.8,2897.7,30.95,99.5,80.506668,5.3
1964,5,-6,6,1964,58089,408.4,2912.9,30.98,98.5,80.506668,5.1
1964,6,-5,6,1964,58219,411.4,2922.5,31.01,98.5,80.506668,5.2
1964,7,-4,6,1964,58412,414.9,2936.4,31.02,98.5,83.063334,4.9
1964,8,-3,6,1964,58619,417.7,2949.4,31.05,100.6,83.063334,5
1964,9,-2,6,1964,58903,416.6,2961.1,31.08,100.6,83.063334,5.1
1964,10,-1,6,1964,58793,419.6,2960.2,31.12,100.6,84.67666633,5.1
1964,11,0,7,1964,59218,416.4,2979.4,31.21,99.9,84.67666633,4.8
1964,12,-47,7,1968,59421,421,3008,31.25,99.9,84.67666633,5
1965,1,-46,7,1968,59582,424.4,3013.8,31.28,102,87.05000067,4.9
1965,2,-45,7,1968,59800,431.4,3014.5,31.28,102,87.05000067,5.1
1965,3,-44,7,1968,60003,433.3,3024.6,31.31,102,87.05000067,4.7
1965,4,-43,7,1968,60259,437.1,3027.8,31.38,102,87.21666733,4.8
1965,5,-42,7,1968,60491,437.6,3061.4,31.48,105.4,87.21666733,4.6
1965,6,-41,7,1968,60690,435.2,3065.8,31.61,105.4,87.21666733,4.6
1965,7,-40,7,1968,60965,441,3097.8,31.58,105.4,87.459999,4.4
1965,8,-39,7,1968,61228,444.4,3113.1,31.55,103.4,87.459999,4.4
1965,9,-38,7,1968,61490,452,3194.5,31.62,103.4,87.459999,4.3
1965,10,-37,7,1968,61719,458.5,3178.9,31.65,103.4,92.153333,4.2
1965,11,-36,7,1968,61996,459.1,3201.4,31.75,102.9,92.153333,4.1
1965,12,-35,7,1968,62322,461.7,3214.6,31.85,102.9,92.153333,4
1966,1,-34,7,1968,62529,465.2,3216.8,31.88,100,91.11000033,4
1966,2,-33,7,1968,62796,470.2,3230.2,32.08,100,91.11000033,3.8
1966,3,-32,7,1968,63192,475,3242.8,32.18,100,91.11000033,3.8
1966,4,-31,7,1968,63437,476.9,3230.5,32.28,100,87.30999767,3.8
1966,5,-30,7,1968,63712,473.1,3235.7,32.35,95.7,87.30999767,3.9
1966,6,-29,7,1968,64111,475.5,3249.2,32.38,95.7,87.30999767,3.8
1966,7,-28,7,1968,64301,480.6,3260.4,32.45,95.7,79.08666467,3.8
1966,8,-27,7,1968,64507,483.2,3277.2,32.65,91.2,79.08666467,3.8
1966,9,-26,7,1968,64643,489.2,3296.6,32.75,91.2,79.08666467,3.7
1966,10,-25,7,1968,64854,488.3,3307.3,32.85,91.2,80.32666533,3.7
1966,11,-24,7,1968,65019,490.1,3322.5,32.88,88.3,80.32666533,3.6
1966,12,-23,7,1968,65199,491.8,3319.6,32.92,88.3,80.32666533,3.8
1967,1,-22,7,1968,65407,494.2,3353.7,32.9,94.1,87.86333233,3.9
1967,2,-21,7,1968,65429,493,3360.2,33,94.1,87.86333233,3.8
1967,3,-20,7,1968,65530,495.8,3385.5,33,94.1,87.86333233,3.8
1967,4,-19,7,1968,65466,501.3,3384.5,33.1,94.1,91.24333433,3.8
1967,5,-18,7,1968,65620,502.2,3391.3,33.1,95.9,91.24333433,3.8
1967,6,-17,7,1968,65750,506.8,3403.8,33.3,95.9,91.24333433,3.9
1967,7,-16,7,1968,65888,506.7,3417.4,33.4,95.9,95.03333267,3.8
1967,8,-15,7,1968,66143,509.8,3429.7,33.5,97,95.03333267,3.8
1967,9,-14,7,1968,66164,515.6,3429.3,33.6,97,95.03333267,3.8
1967,10,-13,7,1968,66225,512.2,3434.5,33.7,97,94.59000133,4
1967,11,-12,7,1968,66703,517.4,3455.3,33.9,92.9,94.59000133,3.9
1967,12,-11,7,1968,66900,525.1,3461.6,34,92.9,94.59000133,3.8
1968,1,-10,7,1968,66804,530.9,3480.2,34.1,97.2,90.59999867,3.7
1968,2,-9,7,1968,67215,533.6,3505.4,34.2,97.2,90.59999867,3.8
1968,3,-8,7,1968,67295,544.3,3538.4,34.3,97.2,90.59999867,3.7
1968,4,-7,7,1968,67556,544,3550.7,34.4,97.2,98.57333367,3.5
1968,5,-6,7,1968,67652,549.8,3565.2,34.5,92.4,98.57333367,3.5
1968,6,-5,7,1968,67905,556.3,3581.3,34.7,92.4,98.57333367,3.7
1968,7,-4,7,1968,68126,563.2,3573.9,34.9,92.4,99.75666567,3.7
1968,8,-3,7,1968,68330,567,3578.5,35,92.4,99.75666567,3.5
1968,9,-2,7,1968,68484,568.2,3578.9,35.1,92.4,99.75666567,3.4
1968,10,-1,7,1968,68721,571.6,3591.7,35.3,92.4,105.213336,3.4
1968,11,0,8,1968,68984,576.7,3605.1,35.4,91.7,105.213336,3.4
1968,12,-47,8,1972,69248,576.5,3617.6,35.6,91.7,105.213336,3.4
1969,1,-46,8,1972,69439,583.5,3611,35.7,98.2,100.8833337,3.4
1969,2,-45,8,1972,69699,588.7,3611.8,35.8,98.2,100.8833337,3.4
1969,3,-44,8,1972,69905,588.9,3618.3,36.1,98.2,100.8833337,3.4
1969,4,-43,8,1972,70072,593.9,3613,36.3,98.2,101.62,3.4
1969,5,-42,8,1972,70328,600.3,3654.1,36.4,91.5,101.62,3.4
1969,6,-41,8,1972,70636,600.9,3679.9,36.6,91.5,101.62,3.5
1969,7,-40,8,1972,70729,602.7,3705.6,36.8,91.5,93.486669,3.5
1969,8,-39,8,1972,71008,609.9,3728.3,36.9,86.4,93.486669,3.5
1969,9,-38,8,1972,70914,613.2,3736.6,37.1,86.4,93.486669,3.7
1969,10,-37,8,1972,71121,618.5,3745.4,37.3,86.4,94.32999967,3.7
1969,11,-36,8,1972,71086,620.5,3751.9,37.5,79.7,94.32999967,3.5
1969,12,-35,8,1972,71241,622.8,3758.6,37.7,79.7,94.32999967,3.5
1970,1,-34,8,1972,71176,628.7,3778.6,37.9,78.1,88.049998,3.9
1970,2,-33,8,1972,71305,634,3790.5,38.1,78.1,88.049998,4.2
1970,3,-32,8,1972,71451,632.3,3805,38.3,78.1,88.049998,4.4
1970,4,-31,8,1972,71348,636,3846,38.5,78.1,76.93000033,4.6
