year,state,abbr,electors,d_pv,r_pv,margin,pl,d_2pv,d_pv_nat,r_pv_nat,margin_nat,d_2pv_nat,d_cand,r_cand,winner,d_electors,r_electors,state_winner,incumb_party,d_incumb,r_incumb,d_prev_admin,r_prev_admin,d_hsa,r_hsa,d_rsa,r_rsa,pop,area,jobs_pct_change,pce_pct_change,rdpi_pct_change,cpi_pct_change,ics_pct_change,sp500_avg,unemp_avg
1964,Louisiana,LA,10,43.18543155,56.81456845,-13.6291369,-17.86604427,43.18543155,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,0,1,1,0,1,0,0,0,0,0,3446000,43566,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Maine_d1,ME_d1,0,68.79579037,31.13705698,37.65873339,7.74431455,68.84201961,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,993000,30865,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Maine_d2,ME_d2,0,68.79579037,31.13705698,37.65873339,7.74431455,68.84201961,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,993000,30865,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Maine_full,ME_full,4,68.79579037,31.13705698,37.65873339,7.74431455,68.84201961,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,993000,30865,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Maryland,MD,10,65.46709815,34.5284234,30.93867475,4.41562233,65.47003019,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,3492000,9775,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Massachusetts,MA,14,76.18660541,23.44453553,52.74206988,15.13512959,76.46866702,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,5448000,7838,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Michigan,MI,21,66.70455702,33.09766595,33.60689107,5.6530812,66.83674475,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,8187000,56539,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Minnesota,MN,10,63.75948721,36.00113737,27.75834984,2.70801139,63.91247797,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,3558000,79617,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Mississippi,MS,7,12.8604459,87.1395541,-74.2791082,-48.19102992,12.8604459,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,0,1,1,0,1,0,0,0,0,0,2241000,46914,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Missouri,MO,12,64.04958746,35.95041254,28.09917492,2.99811164,64.04958746,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,4442000,68898,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Montana,MT,4,58.94813156,40.56735145,18.38078011,-2.10334426,59.23513586,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,706000,145556,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Nebraska_d3,NE_d3,-,52.6071892,47.3928108,5.2143784,-8.44428662,52.6071892,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1482000,76878,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Nebraska_d1,NE_d1,0,52.6071892,47.3928108,5.2143784,-8.44428662,52.6071892,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1482000,76878,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Nebraska_d2,NE_d2,0,52.6071892,47.3928108,5.2143784,-8.44428662,52.6071892,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1482000,76878,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Nebraska_full,NE_full,5,52.6071892,47.3928108,5.2143784,-8.44428662,52.6071892,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1482000,76878,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Nevada,NV,3,58.58173414,41.41826586,17.16346828,-2.46974168,58.58173414,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,426000,109806,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,New Hampshire,NH,4,63.89047981,36.10952019,27.78095962,2.83900399,63.89047981,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,663000,8969,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,New Jersey,NJ,17,65.60667002,33.85742438,31.74924564,4.5551942,65.96015418,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,6660000,7419,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,New Mexico,NM,4,59.22103689,40.24174716,18.97928973,-1.83043893,59.5409001,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1006000,121365,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,New York,NY,43,68.56189947,31.30832129,37.25357818,7.51042365,68.65099421,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,17589000,47224,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,North Carolina,NC,13,56.15077513,43.84922487,12.30155026,-4.90070069,56.15077513,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,4802000,48718,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,North Dakota,ND,4,57.96841197,41.8775567,16.09085527,-3.08306385,58.05783923,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,649000,68994,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Ohio,OH,26,62.94299904,37.05700096,25.88599808,1.89152322,62.94299904,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,10080000,40953,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Oklahoma,OK,8,55.74633324,44.25366676,11.49266648,-5.30514258,55.74633324,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,2446000,68679,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Oregon,OR,6,63.71789573,35.9630169,27.75487883,2.66641991,63.92186232,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1888000,96003,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Pennsylvania,PA,29,64.92131984,34.70380638,30.21751346,3.86984402,65.16560862,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,11519000,44820,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Rhode Island,RI,4,80.86907927,19.12758818,61.74149109,19.81760345,80.87177436,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,885000,1034,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,South Carolina,SC,8,41.10481824,58.89365724,-17.788839,-19.94665758,41.1054449,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,0,1,1,0,1,0,0,0,0,0,2475000,30111,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,South Dakota,SD,4,55.61241548,44.38758452,11.22483096,-5.43906034,55.61241548,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,701000,75898,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Tennessee,TN,11,55.50498013,44.4920477,11.01293243,-5.54649569,55.50662988,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,3771000,41220,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Texas,TX,25,63.31574674,36.49162425,26.82412249,2.26427092,63.43794663,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,1,0,1,0,10270000,261914,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Utah,UT,4,54.86448003,45.13551997,9.72896006,-6.18699579,54.86448003,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,978000,82168,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Vermont,VT,3,66.29938255,33.68835421,32.61102834,5.24790673,66.307514,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,399000,9249,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Virginia,VA,12,53.54079137,46.18144871,7.35934266,-7.51068445,53.68992045,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,4357000,39598,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Washington,WA,9,61.96633284,37.37346611,24.59286673,0.91485702,62.37815407,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,2961000,66582,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,West Virginia,WV,7,67.93684662,32.06315338,35.87369324,6.8853708,67.93684662,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,1797000,24087,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Wisconsin,WI,12,62.08858534,37.74023756,24.34834778,1.03710952,62.19504902,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,4165000,54314,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1964,Wyoming,WY,3,56.55847978,43.44152022,13.11695956,-4.49299604,56.55847978,61.05147582,38.47171769,22.57975813,61.34396784,"Johnson, Lyndon B.","Goldwater, Barry",1,486,52,1,1,1,0,1,0,0,0,0,0,339000,97105,0.129925718,-0.617032765,1.01825415,-0.80411093,-0.307429109,-0.734508192,-0.098496176
1968,Alabama,AL,10,18.72328956,13.99377284,4.729516719,-23.99541693,57.22790552,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,3446000,50750,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Alaska,AK,3,42.64587222,45.28210995,-2.636237734,-0.07283427,48.50091082,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,285000,570641,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Arizona,AZ,5,35.0177436,54.77537088,-19.75762728,-7.70096289,38.99825037,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1682000,113642,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Arkansas,AR,6,30.33202644,31.01461638,-0.682589936,-12.38668005,49.44366154,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1902000,52075,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,California,CA,40,44.73942049,47.81938078,-3.079960292,2.020714,48.33621425,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,1,0,0,19394000,155973,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Colorado,CO,6,41.31834482,50.46172394,-9.143379119,-1.40036167,45.01886453,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,2120000,103730,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Connecticut,CT,8,49.47820148,44.31673449,5.161466988,6.75949499,52.75146357,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,2964000,4845,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Delaware,DE,3,41.60808333,45.11608597,-3.508002639,-1.11062316,47.97749424,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,534000,1955,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,District Of Columbia,DC,3,81.81946089,18.18053911,63.63892178,39.1007544,81.81946089,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,756510,68,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Florida,FL,14,30.93484109,40.53395984,-9.599118748,-11.7838654,43.28439919,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,6433000,53997,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Georgia,GA,12,26.7495077,30.40241037,-3.652902666,-15.96919879,46.80421691,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,4482000,57919,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Hawaii,HI,4,59.8277862,38.70365509,21.12413111,17.10907971,60.71948752,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,734000,6423,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Idaho,ID,4,30.65872664,56.79212043,-26.13339379,-12.05997985,35.05823862,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,695000,82751,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Illinois,IL,26,44.15421704,47.07558787,-2.92137083,1.43551055,48.39889451,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,10995000,55593,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Indiana,IN,13,37.9855029,50.28661277,-12.30110987,-4.73320359,43.03227878,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,5093000,35870,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Iowa,IA,9,40.81568175,53.0087822,-12.19310045,-1.90302474,43.5021742,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,2803000,55875,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Kansas,KS,7,34.7160749,54.84456044,-20.12848554,-8.00263159,38.7626492,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,2216000,81823,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Kentucky,KY,9,37.64974292,43.79335785,-6.143614926,-5.06896357,46.22827786,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,3195000,39732,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Louisiana,LA,10,28.21221924,23.46667274,4.745546502,-14.50648725,54.59137795,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,3603000,43566,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Maine_d1,ME_d1,0,55.30468066,43.0741902,12.23049046,12.58597417,56.21601486,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,994000,30865,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Maine_d2,ME_d2,0,55.30468066,43.0741902,12.23049046,12.58597417,56.21601486,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,994000,30865,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Maine_full,ME_full,4,55.30468066,43.0741902,12.23049046,12.58597417,56.21601486,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,994000,30865,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Maryland,MD,10,43.58647784,41.94159052,1.644887323,0.86777135,50.96160673,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,3815000,9775,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Massachusetts,MA,14,63.00918794,32.88703087,30.12215707,20.29048145,65.70560208,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,5618000,7838,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Michigan,MI,21,48.18395463,41.45678639,6.72716824,5.46524814,53.75229397,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,8696000,56539,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Minnesota,MN,10,53.99638655,41.46294326,12.53344329,11.27768006,56.56480792,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,1,0,3703000,79617,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Mississippi,MS,7,23.01633744,13.52403099,9.492306452,-19.70236905,62.98879412,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,0,2219000,46914,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Missouri,MO,12,43.7382219,44.87046711,-1.132245213,1.01951541,49.36109809,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,4568000,68898,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Montana,MT,4,41.58722176,50.59510795,-9.007886187,-1.13148473,45.11409279,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,700000,145556,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Nebraska_d1,NE_d1,0,31.8121788,59.82348919,-28.01131039,-10.90652769,34.71593485,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1467000,76878,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Nebraska_d2,NE_d2,0,31.8121788,59.82348919,-28.01131039,-10.90652769,34.71593485,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1467000,76878,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Nebraska_d3,NE_d3,0,31.8121788,59.82348919,-28.01131039,-10.90652769,34.71593485,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1467000,76878,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Nebraska_full,NE_full,5,31.8121788,59.82348919,-28.01131039,-10.90652769,34.71593485,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,1467000,76878,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Nevada,NV,3,39.29372706,47.45749523,-8.163768173,-3.42497943,45.29472441,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,464000,109806,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,New Hampshire,NH,4,43.92513934,52.10343796,-8.178298619,1.20643285,45.74173707,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,709000,8969,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,New Jersey,NJ,17,43.96634202,46.09686669,-2.130524674,1.24763553,48.81720588,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,7005000,7419,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,New Mexico,NM,4,39.74596753,51.84902272,-12.10305519,-2.97273896,43.39316749,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,994000,121365,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,New York,NY,43,49.75607012,44.29900975,5.457060366,7.03736363,52.90099183,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,1,1,0,0,0,1,0,0,0,1,18051000,47224,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,North Carolina,NC,13,29.23559348,39.5083317,-10.27273822,-13.48311301,42.52825745,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,5004000,48718,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,North Dakota,ND,4,38.23149724,55.94153671,-17.71003947,-4.48720925,40.59707502,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,621000,68994,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
1968,Ohio,OH,26,42.94736619,45.23107571,-2.283709517,0.2286597,48.70506358,42.71870649,43.41574369,-0.697037198,49.59537839,"Humphrey, Hubert","Nixon, Richard M.",0,218,320,0,1,0,0,0,1,0,0,0,0,10516000,40953,0.445833888,-0.350385627,0.667195553,-0.177880536,0.162699127,-0.707561957,-1.148318137
