year,state,abbr,electors,d_pv2p,r_pv2p,d_natl_share,r_natl_share,d_cand,r_cand,winner,state_winner,total_rep_electors,total_dem_electors,density,resident_dummy,birth_dummy
1976,Florida,FL,25,52.68020187,47.31979813,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,160.52,0,0
1976,Georgia,GA,13,66.93829486,33.06170514,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,88.62,1,1
1976,Hawaii,HI,4,51.28263124,48.71736876,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,140.77,0,0
1976,Idaho,ID,4,38.26700937,61.73299063,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,10.36,0,0
1976,Illinois,IL,22,48.99716626,51.00283374,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,204.03,0,0
1976,Indiana,IN,12,46.15122219,53.84877781,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,150.24,0,0
1976,Iowa,IA,7,49.48383415,50.51616585,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,51.96,0,0
1976,Kansas,KS,6,46.12445924,53.87554076,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,28.12,0,0
1976,Kentucky,KY,8,53.65402865,46.34597135,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,88.83,0,0
1976,Louisiana,LA,9,52.95957515,47.04042485,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,90.68,0,0
1976,Maine,ME,4,49.5688211,50.4311789,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,35.26,0,0
1976,Maryland,MD,10,53.03541992,46.96458008,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,424.61,0,0
1976,Massachusetts,MA,12,58.11462217,41.88537783,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,732.8,0,0
1976,Michigan,MI,18,47.25622595,52.74377405,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,161.47,-1,0
1976,Minnesota,MN,10,56.64198197,43.35801803,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,49.8,0,0
1976,Mississippi,MS,7,50.96788853,49.03211147,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,51.79,0,0
1976,Missouri,MO,11,51.84190713,48.15809287,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,70.23,0,0
1976,Montana,MT,3,46.21565385,53.78434615,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,5.2,0,0
1976,Nebraska,NE,5,39.37354855,60.62645145,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,20.17,0,-1
1976,Nevada,NV,4,47.73060407,52.26939593,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,5.89,0,0
1976,New Hampshire,NH,4,44.26074705,55.73925295,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,94.24,0,0
1976,New Jersey,NJ,15,48.89933153,51.10066847,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,989.32,0,0
1976,New Mexico,NM,5,48.75523248,51.24476752,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,9.8,0,0
1976,New York,NY,33,53.44519461,46.55480539,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,379.9,0,0
1976,North Carolina,NC,14,55.5532925,44.4467075,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,115.11,0,0
1976,North Dakota,ND,3,46.96198949,53.03801051,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,9.36,0,0
1976,Ohio,OH,21,50.1163546,49.8836454,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,262.56,0,0
1976,Oklahoma,OK,8,49.38477948,50.61522052,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,41.16,0,0
1976,Oregon,OR,7,49.91282682,50.08717318,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,24.77,0,0
1976,Pennsylvania,PA,23,51.35713909,48.64286091,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,265.45,0,0
1976,Rhode Island,RI,4,55.67237732,44.32762268,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,914.98,0,0
1976,South Carolina,SC,8,56.56610904,43.43389096,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,97.76,0,0
1976,South Dakota,SD,3,49.25696563,50.74303437,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,9.04,0,0
1976,Tennessee,TN,11,56.57294458,43.42705542,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,105.46,0,0
1976,Texas,TX,32,51.59850323,48.40149677,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,49.27,0,0
1976,Utah,UT,5,35.01994162,64.98005838,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,15.52,0,0
1976,Vermont,VT,3,43.66136319,56.33863681,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,52.43,0,0
1976,Virginia,VA,13,49.31358114,50.68641886,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,129.35,0,0
1976,Washington,WA,11,47.97970643,52.02029357,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,55.47,0,0
1976,West Virginia,WV,5,58.06951865,41.93048135,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,78.03,0,0
1976,Wisconsin,WI,11,50.86164367,49.13835633,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",1,246,289,84.62,0,0
1976,Wyoming,WY,3,40.16559539,59.83440461,51.13734917,48.86265083,"Carter, Jimmy","Ford, Gerald","Carter, Jimmy",0,246,289,4.09,0,0
1980,Alabama,AL,9,49.32366169,50.67633831,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,76.85,0,0
1980,Alaska,AK,3,32.70081436,67.29918564,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,0.71,0,0
1980,Arizona,AZ,8,31.78791317,68.21208683,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,24.09,0,0
1980,Arkansas,AR,6,49.68029406,50.31970594,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,43.95,0,0
1980,California,CA,54,40.53337544,59.46662456,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,152.6,-1,0
1980,Colorado,CO,8,36.06965979,63.93034021,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,28.04,0,0
1980,Connecticut,CT,8,44.44280368,55.55719632,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,642.55,0,0
1980,Delaware,DE,3,48.73321475,51.26678525,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,304.31,0,0
1980,Florida,FL,25,40.94923705,59.05076295,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,182.23,0,0
1980,Georgia,GA,13,57.66239969,42.33760031,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",1,456,79,94.72,1,1
1980,Hawaii,HI,4,51.08405924,48.91594076,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",1,456,79,150.66,0,0
1980,Idaho,ID,4,27.48677321,72.51322679,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,11.46,0,0
1980,Illinois,IL,22,45.66033762,54.33966238,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,205.69,0,-1
1980,Indiana,IN,12,40.20267133,59.79732867,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,153.07,0,0
1980,Iowa,IA,7,42.93684973,57.06315027,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,52.15,0,0
1980,Kansas,KS,6,36.52451056,63.47548944,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,28.95,0,0
1980,Kentucky,KY,8,49.2872544,50.7127456,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,92.22,0,0
1980,Louisiana,LA,9,47.18911401,52.81088599,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,96.94,0,0
1980,Maine,ME,4,48.09051657,51.90948343,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,36.51,0,0
1980,Maryland,MD,10,51.61913807,48.38086193,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",1,456,79,432.5,0,0
1980,Massachusetts,MA,12,49.90932698,50.09067302,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,733.1,0,0
1980,Michigan,MI,18,46.4535891,53.5464109,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,163.7,0,0
1980,Minnesota,MN,10,52.21361456,47.78638544,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",1,456,79,51.31,0,0
1980,Mississippi,MS,7,49.3216678,50.6783322,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,53.83,0,0
1980,Missouri,MO,11,46.43458566,53.56541434,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,71.44,0,0
1980,Montana,MT,3,36.33475555,63.66524445,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,5.42,0,0
1980,Nebraska,NE,5,28.41755487,71.58244513,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,20.45,0,0
1980,Nevada,NV,4,30.07267134,69.92732866,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,7.38,0,0
1980,New Hampshire,NH,4,32.93230763,67.06769237,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,103.05,0,0
1980,New Jersey,NJ,15,42.59085549,57.40914451,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,994.25,0,0
1980,New Mexico,NM,5,40.09173326,59.90826674,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,10.79,0,0
1980,New York,NY,33,50.8448638,49.1551362,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",1,456,79,371.99,0,0
1980,North Carolina,NC,14,48.90031737,51.09968263,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,121.08,0,0
1980,North Dakota,ND,3,29.01929025,70.98070975,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,9.48,0,0
1980,Ohio,OH,21,44.26451499,55.73548501,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,263.73,0,0
1980,Oklahoma,OK,8,36.62786672,63.37213328,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,44.27,0,0
1980,Oregon,OR,7,44.44740616,55.55259384,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,27.51,0,0
1980,Pennsylvania,PA,23,46.13836413,53.86163587,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,264.8,0,0
1980,Rhode Island,RI,4,56.16605547,43.83394453,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",1,456,79,917.58,0,0
1980,South Carolina,SC,8,49.36270673,50.63729327,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,104.1,0,0
1980,South Dakota,SD,3,34.36654114,65.63345886,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,9.1,0,0
1980,Tennessee,TN,11,49.85007754,50.14992246,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,111.6,0,0
1980,Texas,TX,32,42.83265921,57.16734079,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,54.74,0,0
1980,Utah,UT,5,22.03481496,77.96518504,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,17.92,0,0
1980,Vermont,VT,3,46.41069204,53.58930796,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,55.41,0,0
1980,Virginia,VA,13,43.18413947,56.81586053,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,135.57,0,0
1980,Washington,WA,11,42.90465391,57.09534609,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,62.4,0,0
1980,West Virginia,WV,5,52.36978172,47.63021828,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",1,456,79,81.01,0,0
1980,Wisconsin,WI,11,47.40969142,52.59030858,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,86.76,0,0
1980,Wyoming,WY,3,30.86737402,69.13262598,44.84244123,55.15755877,"Carter, Jimmy","Reagan, Ronald","Reagan, Ronald",0,456,79,4.88,0,0
1984,Alabama,AL,9,38.73660465,61.26339535,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,77.87,0,0
1984,Alaska,AK,3,30.94408735,69.05591265,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,0.9,0,0
1984,Arizona,AZ,7,32.88327243,67.11672757,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,26.99,0,0
1984,Arkansas,AR,6,38.7724119,61.2275881,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,44.55,0,0
1984,California,CA,47,41.77546518,58.22453482,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,165.7,-1,0
1984,Colorado,CO,8,35.63423016,64.36576984,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,30.56,0,0
1984,Connecticut,CT,8,39.00083124,60.99916876,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,656.35,0,0
1984,Delaware,DE,3,40.0463273,59.9536727,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,312.82,0,0
1984,Florida,FL,21,34.66758679,65.33241321,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,204.45,0,0
1984,Georgia,GA,12,39.80217985,60.19782015,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,100.74,0,0
1984,Hawaii,HI,4,44.29627578,55.70372422,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,160.04,0,0
1984,Idaho,ID,4,26.7244288,73.2755712,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,11.97,0,0
1984,Illinois,IL,24,43.52674669,56.47325331,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,205.28,0,-1
1984,Indiana,IN,12,37.92657088,62.07342912,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,152.17,0,0
1984,Iowa,IA,8,46.27617467,53.72382533,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,51.16,0,0
1984,Kansas,KS,7,32.97052289,67.02947711,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,29.63,0,0
1984,Kentucky,KY,9,39.63581761,60.36418239,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,93.01,0,0
1984,Louisiana,LA,10,38.58083884,61.41916116,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,101.01,0,0
1984,Maine,ME,4,38.9308821,61.0691179,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,37.44,0,0
1984,Maryland,MD,10,47.24247281,52.75752719,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,446.57,0,0
1984,Massachusetts,MA,13,48.60166976,51.39833024,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,745.19,0,0
1984,Michigan,MI,20,40.453675,59.546325,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,160.06,0,0
1984,Minnesota,MN,10,50.09089077,49.90910923,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",1,525,10,52.22,1,1
1984,Mississippi,MS,7,37.68496494,62.31503506,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,54.95,0,0
1984,Missouri,MO,11,39.97524933,60.02475067,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,72.21,0,0
1984,Montana,MT,4,38.69860124,61.30139876,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,5.64,0,0
1984,Nebraska,NE,5,28.99524633,71.00475367,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,20.66,0,0
1984,Nevada,NV,4,32.68431845,67.31568155,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,8.42,0,0
1984,New Hampshire,NH,4,31.06554775,68.93445225,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,108.92,0,0
1984,New Jersey,NJ,16,39.47860892,60.52139108,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,1013,0,0
1984,New Mexico,NM,5,39.65040187,60.34959813,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,11.67,0,0
1984,New York,NY,36,47.05828213,52.94171787,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,375.78,0,0
1984,North Carolina,NC,13,37.97213705,62.02786295,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,126.52,0,0
1984,North Dakota,ND,3,34.26541762,65.73458238,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,9.86,0,0
1984,Ohio,OH,23,40.52931628,59.47068372,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,262.2,0,0
1984,Oklahoma,OK,8,30.89017415,69.10982585,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,47.84,0,0
1984,Oregon,OR,7,43.89528866,56.10471134,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,27.78,0,0
1984,Pennsylvania,PA,25,46.29926852,53.70073148,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,263.61,0,0
1984,Rhode Island,RI,4,48.17026976,51.82973024,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,930.26,0,0
1984,South Carolina,SC,8,35.88122059,64.11877941,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,108.66,0,0
1984,South Dakota,SD,3,36.70048676,63.29951324,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,9.19,0,0
1984,Tennessee,TN,11,41.81815191,58.18184809,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,113.7,0,0
1984,Texas,TX,29,36.21369483,63.78630517,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,61.12,0,0
1984,Utah,UT,5,24.87997899,75.12002101,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,19.74,0,0
1984,Vermont,VT,3,41.33508927,58.66491073,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,56.94,0,0
1984,Virginia,VA,12,37.32431206,62.67568794,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,142.53,0,0
1984,Washington,WA,10,43.15364898,56.84635102,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,65.24,0,0
1984,West Virginia,WV,6,44.72756568,55.27243432,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,80.03,0,0
1984,Wisconsin,WI,11,45.37798429,54.62201571,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,87.19,0,0
1984,Wyoming,WY,3,28.59960024,71.40039976,40.87664881,59.12335119,"Mondale, Walter","Reagan, Ronald","Reagan, Ronald",0,525,10,5.2,0,0
1988,Alabama,AL,9,40.2544316,59.7455684,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,79.29,0,0
1988,Alaska,AK,3,37.83668257,62.16331743,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,0.95,0,0
1988,Arizona,AZ,7,39.25650847,60.74349153,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,31.11,0,0
1988,Arkansas,AR,6,42.80835729,57.19164271,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,44.99,0,0
1988,California,CA,47,48.19268946,51.80731054,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,182.49,0,0
1988,Colorado,CO,8,46.04617562,53.95382438,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,31.45,0,0
1988,Connecticut,CT,8,47.41884954,52.58115046,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,675.33,0,0
1988,Delaware,DE,3,43.7588104,56.2411896,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,331.26,0,0
1988,Florida,FL,21,38.74792835,61.25207165,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,227.91,0,0
1988,Georgia,GA,12,39.79638366,60.20361634,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,109.05,0,0
1988,Hawaii,HI,4,54.80627598,45.19372402,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",1,426,109,168.12,0,0
1988,Idaho,ID,4,36.71217715,63.28782285,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,11.91,0,0
1988,Illinois,IL,24,48.950723,51.049277,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,204.89,0,0
1988,Indiana,IN,12,39.87400888,60.12599112,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,153.1,0,0
1988,Iowa,IA,8,55.14848114,44.85151886,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",1,426,109,49.55,0,0
1988,Kansas,KS,7,43.2724983,56.7275017,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,30.09,0,0
1988,Kentucky,KY,9,44.14623219,55.85376781,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,92.62,0,0
1988,Louisiana,LA,10,44.80870768,55.19129232,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,98.45,0,0
1988,Maine,ME,4,44.2289813,55.7710187,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,39,0,0
1988,Maryland,MD,10,48.53556977,51.46443023,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,476.51,0,0
1988,Massachusetts,MA,13,53.98258893,46.01741107,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",1,426,109,762.95,1,1
1988,Michigan,MI,20,46.02195004,53.97804996,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,163.04,0,0
1988,Minnesota,MN,10,53.55085993,46.44914007,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",1,426,109,53.96,0,0
1988,Mississippi,MS,7,39.47891704,60.52108296,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,55,0,0
1988,Missouri,MO,11,48.00308832,51.99691168,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,73.76,0,0
1988,Montana,MT,4,47.01181028,52.98818972,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,5.5,0,0
1988,Nebraska,NE,5,39.44591451,60.55408549,46.16754471,53.83245529,"Dukakis, Michael","Bush, George H.W.","Bush, George H.W.",0,426,109,20.44,0,0
