year,state,abbr,electors,d_pv,r_pv,margin,pl,pl_lag1,pl_lag2,d_2pv,d_pv_nat,r_pv_nat,margin_nat,d_2pv_nat,d_cand,r_cand,winner,d_electors,r_electors,state_winner,incumb,incumb_party,d_prev_admin,r_prev_admin,d_hsa,r_hsa,d_rsa,r_rsa,pop,area,pop_norm,hsa_adjustment,rsa_adjustment,elasticity,elasticity_lag1,elasticity_lag2
1956,Maine_d1,ME_d1,0,29.13456125,70.86543875,-41.7308775,-12.81941137,-10.60564261,NA,29.13456125,41.95397262,57.37908457,-15.42511195,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,74,457,0,-1,-1,0,0,0,0,0,0,938000,30865,0.043374102,0,0,1.919533303,1,NA
1956,Maine_d2,ME_d2,0,29.13456125,70.86543875,-41.7308775,-12.81941137,-10.60564261,NA,29.13456125,41.95397262,57.37908457,-15.42511195,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,74,457,0,-1,-1,0,0,0,0,0,0,938000,30865,0.043374102,0,0,1.919533303,1,NA
1956,Maine,ME,5,29.13456125,70.86543875,-41.7308775,-12.81941137,-10.60564261,NA,29.13456125,41.95397262,57.37908457,-15.42511195,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,74,457,0,-1,-1,0,0,0,0,0,0,938000,30865,0.043374102,0,0,1.919533303,1,NA
1956,Maryland,MD,9,39.96488447,60.03511553,-20.07023106,-1.98908815,-0.55253887,NA,39.96488447,41.95397262,57.37908457,-15.42511195,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,74,457,0,-1,-1,0,0,0,0,0,0,2811000,9775,0.16145505,0,0,1.732325906,1,NA
1956,Massachusetts,MA,16,40.37417831,59.32269281,-18.9485145,-1.57979431,1.08347478,NA,40.49693622,41.95397262,57.37908457,-15.42511195,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,74,457,0,-1,-1,0,0,0,0,0,0,4891000,7838,0.292586055,0,0,2.068637514,1,NA
1956,Michigan,MI,20,44.1458246,55.62943682,-11.48361222,2.19185198,-0.40373071,NA,44.24526077,41.95397262,57.37908457,-15.42511195,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,74,457,0,-1,-1,0,0,0,0,0,0,7467000,56539,0.454986761,0,0,0.003681761,1,NA
1956,Minnesota,MN,11,46.08378327,53.67905343,-7.595270165,4.12981065,-0.27019532,NA,46.19333691,41.95397262,57.37908457,-15.42511195,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,74,457,0,-1,-1,0,0,0,0,0,0,7467000,56539,0.454986761,0,0,-0.735627037,1,NA
1956,Mississippi,MS,8,58.23033742,24.4550653,33.77527212,16.2763648,16.05877945,NA,70.423963,41.95397262,57.37908457,-15.42511195,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,74,457,1,-1,-1,0,0,0,0,0,0,2086000,46914,0.115748329,0,0,-2.619718868,1,NA
1956,Missouri,MO,13,50.10870028,49.89129972,0.21740056,8.15472766,4.76585928,NA,50.10870028,41.95397262,57.37908457,-15.42511195,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,74,457,1,-1,-1,0,0,0,0,0,0,4163000,68898,0.246690203,0,0,-0.361786931,1,NA
1956,Montana,MT,4,42.86520314,57.13479686,-14.26959372,0.91123052,-4.30309713,NA,42.86520314,41.95397262,57.37908457,-15.42511195,42.23566032,"Stevenson, Adlai","Eisenhower, Dwight",0,74,457,0,-1,-1,0,0,0,0,0,0,656000,145556,0.025595763,0,0,-1.02362592,1,NA
